	名称	代码	市值（亿元）	涨跌幅	pe	pb	一级行业代码	一级行业名称	二级行业代码	二级行业名称	持有市值（元）	日盈亏	相关指数
413	厦门国贸	600755.XSHG	129.13	0.29%	5.84	1.0	801200	商业贸易I	801202	贸易II	586.81	1.7	中证500
414	福田汽车	600166.XSHG	128.22	1.56%	-7.9	0.85	801880	汽车I	801094	汽车整车II	584.39	9.12	中证500
415	数知科技	300038.XSHE	97.14	0.12%	16.72	0.88	801760	传媒I	801751	营销传播II	578.26	0.69	中证1000,创业板,中证传媒
416	天顺风能	002531.XSHE	104.96	0.34%	15.95	1.86	801730	电气设备I	801733	电源设备II	576.71	1.96	中证1000,中证环保
417	万丰奥威	002085.XSHE	148.71	0.0%	19.16	2.45	801880	汽车I	801093	汽车零部件II	574.73	0.0	中证500
418	风华高科	000636.XSHE	118.71	2.39%	24.6	2.14	801080	电子I	801083	元件II	572.32	13.68	中证500
419	海普瑞	002399.XSHE	215.27	0.41%	25.73	3.15	801150	医药生物I	801151	化学制药II	571.57	2.34	中证500,全指医药
420	立思辰	300010.XSHE	90.57	2.96%	-6.75	2.69	801750	计算机I	801222	计算机应用II	570.92	16.9	中证500,创业板
421	城建发展	600266.XSHG	148.74	-0.5%	6.31	0.72	801180	房地产I	801181	房地产开发II	567.55	-2.84	中证500,金融地产
422	山东出版	601019.XSHG	139.61	0.75%	9.6	1.38	801760	传媒I	801761	文化传媒II	566.31	4.25	中证500,中证传媒
423	众生药业	002317.XSHE	80.22	-0.51%	17.68	1.96	801150	医药生物I	801155	中药II	565.66	-2.88	中证500,全指医药
424	东兴证券	601198.XSHG	298.69	0.65%	22.34	1.47	801790	非银金融I	801193	证券II	564.72	3.67	沪深300,证券公司,金融地产
425	锦龙股份	000712.XSHE	118.99	0.68%	547.05	3.5	801790	非银金融I	801193	证券II	561.77	3.82	中证500,证券公司,金融地产
426	内蒙一机	600967.XSHG	167.44	0.2%	27.65	1.9	801740	国防军工I	801743	地面兵装II	560.24	1.12	中证500
427	陕国投A	000563.XSHE	157.77	1.02%	29.09	1.47	801790	非银金融I	801191	多元金融II	559.85	5.71	中证500,金融地产
428	海正药业	600267.XSHG	102.06	-0.84%	13.51	1.37	801150	医药生物I	801151	化学制药II	558.68	-4.69	中证500,全指医药
429	仙琚制药	002332.XSHE	98.22	-5.38%	25.81	3.48	801150	医药生物I	801151	化学制药II	557.61	-30.0	中证500,全指医药
430	我武生物	300357.XSHE	240.43	-3.18%	82.87	19.72	801150	医药生物I	801152	生物制品II	556.69	-17.7	中证1000,创业板,全指医药
431	新宙邦	300037.XSHE	113.19	0.95%	32.21	3.72	801030	化工I	801034	化学制品II	556.14	5.28	中证1000,中证环保
432	盛和资源	600392.XSHG	142.87	-2.51%	69.53	2.63	801050	有色金属I	801054	稀有金属II	555.41	-13.94	中证500
433	特变电工	600089.XSHG	241.06	-0.31%	13.57	0.8	801730	电气设备I	801734	高低压设备II	549.36	-1.7	沪深300,300价值,中证环保
434	瀚蓝环境	600323.XSHG	130.88	-1.61%	15.08	2.04	801160	公用事业I	801162	环保工程及服务II	549.12	-8.84	中证1000,中证环保
435	华能水电	600025.XSHG	752.4	-0.71%	8.93	1.62	801160	公用事业I	801161	电力II	549.0	-3.9	沪深300,300价值,中证环保
436	南京高科	600064.XSHG	113.34	0.33%	6.87	0.98	801180	房地产I	801182	园区开发II	547.09	1.81	中证500,金融地产
437	上海贝岭	600171.XSHG	99.31	1.07%	56.89	3.38	801080	电子I	801081	半导体II	545.75	5.84	中证500
438	中原高速	600020.XSHG	93.04	0.0%	7.86	0.9	801170	交通运输I	801175	高速公路II	545.11	0.0	中证1000,中证红利
439	中国核电	601985.XSHG	756.48	0.41%	16.37	1.57	801160	公用事业I	801161	电力II	541.99	2.22	沪深300,中证环保
440	燕京啤酒	000729.XSHE	172.49	0.16%	82.83	1.27	801120	食品饮料I	801123	饮料制造II	538.51	0.86	中证500
441	达安基因	002030.XSHE	83.57	0.77%	80.9	3.56	801150	医药生物I	801153	医疗器械II	537.74	4.14	中证500,全指医药
442	万和电气	002543.XSHE	67.3	0.0%	11.89	1.93	801110	家用电器I	801111	白色家电II	534.77	0.0	中证1000,中证红利
443	潞安环能	601699.XSHG	207.01	0.58%	8.13	0.79	801020	采掘I	801021	煤炭开采II	533.68	3.1	中证500
444	天齐锂业	002466.XSHE	341.11	1.01%	52.44	3.36	801050	有色金属I	801054	稀有金属II	527.75	5.33	沪深300,中证环保
445	海能达	002583.XSHE	163.35	1.37%	35.97	2.64	801770	通信I	801102	通信设备II	526.44	7.21	中证500
446	吉祥航空	603885.XSHG	274.87	0.65%	26.57	2.2	801170	交通运输I	801173	航空运输II	526.44	3.42	中证500
447	北方导航	600435.XSHG	117.06	0.51%	235.77	5.5	801740	国防军工I	801743	地面兵装II	524.02	2.67	中证500
448	大参林	603233.XSHG	265.57	4.46%	39.41	7.92	801150	医药生物I	801154	医药商业II	523.78	23.36	中证500,全指医药
449	通威股份	600438.XSHG	508.62	3.15%	19.54	3.11	801730	电气设备I	801733	电源设备II	523.14	16.48	沪深300,中证环保
450	葛洲坝	600068.XSHG	283.19	-0.65%	5.59	0.98	801720	建筑装饰I	801723	基础建设II	523.03	-3.4	沪深300,300价值,中证环保
451	恩捷股份	002812.XSHE	332.62	-0.96%	40.19	7.73	801030	化工I	801034	化学制品II	521.61	-5.01	中证500
452	京东方A	000725.XSHE	1357.14	1.56%	71.12	1.56	801080	电子I	801084	光学光电子II	521.19	8.13	沪深300,基本面60,基本面120
453	中国银河	601881.XSHG	1042.11	0.19%	21.37	1.5	801790	非银金融I	801193	证券II	520.86	0.99	沪深300,证券公司,金融地产
454	信邦制药	002390.XSHE	90.53	0.74%	-6.65	1.85	801150	医药生物I	801155	中药II	520.83	3.85	中证500,全指医药
455	高德红外	002414.XSHE	184.65	0.05%	68.43	5.21	801080	电子I	801082	其他电子II	519.19	0.26	中证500
456	海利得	002206.XSHE	44.76	1.67%	14.71	1.64	801030	化工I	801032	化学纤维II	517.85	8.65	中证1000,中证红利
457	建发股份	600153.XSHG	226.82	1.14%	4.75	0.81	801170	交通运输I	801178	物流II	517.77	5.9	沪深300,300价值,中证红利
458	南钢股份	600282.XSHG	146.14	0.61%	4.96	0.88	801040	钢铁I	801041	钢铁II	514.36	3.14	中证500
459	上海电气	601727.XSHG	709.14	0.0%	23.18	1.15	801730	电气设备I	801733	电源设备II	512.05	0.0	沪深300,中证环保
460	和邦生物	603077.XSHG	128.05	0.69%	33.74	1.14	801030	化工I	801033	化学原料II	511.95	3.53	中证500
461	华能国际	600011.XSHG	940.32	0.5%	19.43	1.21	801160	公用事业I	801161	电力II	511.86	2.56	沪深300,300价值,中证红利
462	新华网	603888.XSHG	105.26	0.9%	39.35	3.73	801760	传媒I	801752	互联网传媒II	511.16	4.6	中证500,中证传媒
463	中远海能	600026.XSHG	231.84	0.35%	24.18	0.82	801170	交通运输I	801176	航运II	509.53	1.78	中证500
464	内蒙华电	600863.XSHG	150.44	1.17%	11.98	1.3	801160	公用事业I	801161	电力II	509.53	5.96	中证500
465	中材科技	002080.XSHE	150.02	-0.56%	12.42	1.46	801030	化工I	801034	化学制品II	509.36	-2.85	中证1000,中证环保
466	太极股份	002368.XSHE	141.05	1.45%	43.7	4.96	801750	计算机I	801222	计算机应用II	507.12	7.35	中证500
467	中源协和	600645.XSHG	76.65	-0.12%	-42.16	2.29	801150	医药生物I	801152	生物制品II	506.87	-0.61	中证500,全指医药
468	中际旭创	300308.XSHE	314.06	1.85%	62.87	4.66	801770	通信I	801102	通信设备II	506.18	9.36	中证500,创业板
469	中国动力	600482.XSHG	372.39	0.92%	35.18	1.42	801740	国防军工I	801744	船舶制造II	506.06	4.66	沪深300,中证环保
470	海王生物	000078.XSHE	89.51	0.31%	25.69	1.4	801150	医药生物I	801154	医药商业II	505.8	1.57	中证500,全指医药
471	招商蛇口	001979.XSHE	1433.24	-1.2%	11.89	2.2	801180	房地产I	801181	房地产开发II	505.78	-6.07	沪深300,300价值,基本面60,基本面120,金融地产
472	赣锋锂业	002460.XSHE	358.7	0.91%	61.83	4.53	801050	有色金属I	801054	稀有金属II	505.46	4.6	沪深300,中证环保
473	马钢股份	600808.XSHG	211.77	0.73%	11.61	0.78	801040	钢铁I	801041	钢铁II	504.7	3.68	中证500
474	闰土股份	002440.XSHE	125.4	0.74%	9.13	1.48	801030	化工I	801034	化学制品II	502.29	3.72	中证500
475	航发控制	000738.XSHE	146.76	0.55%	52.73	2.63	801740	国防军工I	801742	航空装备II	499.87	2.75	中证500
476	海南橡胶	601118.XSHG	196.43	-1.08%	-147.26	2.02	801010	农林牧渔I	801016	种植业II	499.87	-5.4	中证500
477	马应龙	600993.XSHG	73.84	-2.11%	21.17	2.96	801150	医药生物I	801155	中药II	498.82	-10.53	中证500,全指医药
478	贵州百灵	002424.XSHE	116.99	0.97%	24.25	2.88	801150	医药生物I	801155	中药II	496.4	4.82	中证500,全指医药
479	景旺电子	603228.XSHG	256.01	1.48%	31.81	4.92	801080	电子I	801083	元件II	495.04	7.33	中证500
480	立讯精密	002475.XSHE	1820.27	-0.9%	46.05	9.94	801080	电子I	801085	电子制造II	492.82	-4.44	沪深300,基本面120
481	电广传媒	000917.XSHE	84.63	-0.67%	29.06	0.81	801760	传媒I	801761	文化传媒II	492.7	-3.3	中证1000,中证传媒
482	联美控股	600167.XSHG	273.66	0.42%	18.23	4.06	801160	公用事业I	801161	电力II	492.63	2.07	中证500
483	中国一重	601106.XSHG	192.02	0.0%	247.21	1.75	801890	机械设备I	801074	专用设备II	492.63	0.0	中证500
484	城投控股	600649.XSHG	139.38	0.18%	21.64	0.73	801180	房地产I	801181	房地产开发II	492.51	0.89	中证500,金融地产
485	旋极信息	300324.XSHE	89.1	0.99%	-117.82	1.7	801750	计算机I	801222	计算机应用II	492.42	4.87	中证500,创业板
486	三聚环保	300072.XSHE	139.1	-1.82%	-20.89	1.5	801030	化工I	801034	化学制品II	492.3	-8.96	沪深300,创业板,中证环保
487	东易日盛	002713.XSHE	26.51	-1.1%	75.66	3.14	801720	建筑装饰I	801722	装修装饰II	491.83	-5.41	中证红利
488	三一重工	600031.XSHG	1219.62	-2.43%	11.74	2.86	801890	机械设备I	801074	专用设备II	491.73	-11.95	上证50,沪深300
489	江苏银行	600919.XSHG	796.57	0.88%	5.42	0.74	801780	银行I	801192	银行II	488.69	4.3	沪深300,300价值,金融地产
490	华邦健康	002004.XSHE	92.07	0.43%	17.36	1.01	801030	化工I	801034	化学制品II	487.8	2.1	中证500
491	洲明科技	300232.XSHE	74.18	1.01%	15.09	2.77	801080	电子I	801084	光学光电子II	486.64	4.92	中证1000,中证环保
492	贝达药业	300558.XSHE	267.99	-9.99%	123.16	11.3	801150	医药生物I	801151	化学制药II	486.58	-48.61	中证1000,创业板,全指医药
493	金科文化	300459.XSHE	104.18	1.03%	14.32	1.46	801760	传媒I	801752	互联网传媒II	485.86	5.0	中证500,创业板,中证传媒
494	唐山港	601000.XSHG	149.93	0.8%	8.53	0.9	801170	交通运输I	801171	港口II	485.38	3.88	中证500
495	东方园林	002310.XSHE	123.26	-0.86%	-46.57	1.06	801720	建筑装饰I	801725	园林工程II	481.33	-4.14	沪深300,中证环保
496	东莞控股	000828.XSHE	81.39	-0.51%	6.95	1.17	801170	交通运输I	801175	高速公路II	481.12	-2.45	中证1000,中证红利
497	太阳能	000591.XSHE	102.84	1.18%	10.7	0.78	801160	公用事业I	801161	电力II	480.91	5.67	中证1000,中证环保
498	中科三环	000970.XSHE	95.44	-0.67%	44.05	2.11	801050	有色金属I	801051	金属非金属新材料II	480.55	-3.22	中证500
499	绿色动力	601330.XSHG	121.11	0.48%	37.16	3.78	801160	公用事业I	801162	环保工程及服务II	479.38	2.3	中证1000,中证环保
500	深圳能源	000027.XSHE	238.66	0.33%	13.26	1.0	801160	公用事业I	801161	电力II	479.08	1.58	基本面60,基本面120,中证500
501	新奥股份	600803.XSHG	124.78	-0.2%	9.16	1.34	801030	化工I	801034	化学制品II	477.58	-0.96	中证1000,中证环保
502	深科技	000021.XSHE	140.8	0.42%	38.93	2.18	801080	电子I	801085	电子制造II	475.72	2.0	中证500
503	西南证券	600369.XSHG	244.43	1.17%	40.62	1.27	801790	非银金融I	801193	证券II	474.11	5.55	沪深300,证券公司,金融地产
504	南洋股份	002212.XSHE	184.78	-0.31%	53.09	2.2	801750	计算机I	801222	计算机应用II	473.31	-1.47	中证500
505	药明康德	603259.XSHG	1441.44	-2.93%	68.73	8.36	801150	医药生物I	801156	医疗服务II	468.63	-13.73	上证50,沪深300,全指医药
506	中粮科技	000930.XSHE	117.33	-0.16%	35.36	1.22	801010	农林牧渔I	801012	农产品加工II	468.48	-0.75	中证500
507	林洋能源	601222.XSHG	77.16	0.46%	9.65	0.8	801730	电气设备I	801732	电气自动化设备II	463.92	2.13	中证1000,中证环保
508	滨江集团	002244.XSHE	133.48	0.47%	9.73	0.84	801180	房地产I	801181	房地产开发II	462.97	2.18	基本面120,中证500,金融地产
509	华菱钢铁	000932.XSHE	190.41	-0.44%	4.44	0.92	801040	钢铁I	801041	钢铁II	462.5	-2.04	基本面60,基本面120,中证500
510	华夏银行	600015.XSHG	1143.27	-0.27%	5.3	0.57	801780	银行I	801192	银行II	460.07	-1.24	沪深300,300价值,金融地产
511	海信电器	600060.XSHG	124.83	1.81%	38.81	0.88	801110	家用电器I	801112	视听器材II	458.82	8.3	中证500
512	三环集团	300408.XSHE	326.32	3.71%	30.95	4.47	801080	电子I	801083	元件II	456.7	16.94	沪深300,创业板
513	际华集团	601718.XSHG	139.21	-0.31%	-71.57	0.77	801130	纺织服装I	801132	服装家纺II	456.41	-1.41	中证500
514	岭南股份	002717.XSHE	67.33	-1.35%	13.17	1.45	801720	建筑装饰I	801725	园林工程II	453.62	-6.12	中证1000,中证环保
515	新钢股份	600782.XSHG	153.06	0.42%	3.32	0.73	801040	钢铁I	801041	钢铁II	451.58	1.9	中证500
516	中山公用	000685.XSHE	115.65	0.26%	13.72	0.89	801160	公用事业I	801164	水务II	451.58	1.17	中证500
517	中国西电	601179.XSHG	181.97	1.14%	29.89	0.92	801730	电气设备I	801734	高低压设备II	449.16	5.12	中证500
518	怡亚通	002183.XSHE	86.61	0.0%	-72.65	1.44	801170	交通运输I	801178	物流II	448.25	0.0	基本面120,中证500
519	万向钱潮	000559.XSHE	139.86	0.79%	25.05	2.75	801880	汽车I	801093	汽车零部件II	447.97	3.54	基本面120,中证500
520	苏交科	300284.XSHE	76.74	0.38%	11.28	1.7	801720	建筑装饰I	801723	基础建设II	447.63	1.7	中证1000,中证环保
521	华远地产	600743.XSHG	56.31	1.69%	7.44	0.72	801180	房地产I	801181	房地产开发II	447.56	7.56	中证红利
522	百联股份	600827.XSHG	157.01	0.8%	17.67	0.88	801200	商业贸易I	801203	一般零售II	446.75	3.57	中证500
523	四川路桥	600039.XSHG	116.98	0.31%	8.0	0.8	801720	建筑装饰I	801723	基础建设II	446.75	1.38	中证500
524	万华化学	600309.XSHG	1519.95	-2.0%	30.71	3.77	801030	化工I	801034	化学制品II	446.09	-8.92	上证50,沪深300
525	中体产业	600158.XSHG	78.05	1.2%	107.99	4.58	801760	传媒I	801761	文化传媒II	445.85	5.35	中证500,金融地产
526	中青旅	600138.XSHG	84.69	-0.59%	14.22	1.29	801210	休闲服务I	801214	旅游综合II	444.33	-2.62	中证500
527	新潮能源	600777.XSHG	138.05	0.5%	14.52	0.85	801020	采掘I	801023	石油开采II	444.33	2.22	中证500
528	桂冠电力	600236.XSHG	379.14	1.26%	16.21	2.61	801160	公用事业I	801161	电力II	444.21	5.6	中证环保
529	塔牌集团	002233.XSHE	127.93	-1.56%	8.37	1.4	801710	建筑材料I	801711	水泥制造II	441.74	-6.89	基本面120,中证500
530	同花顺	300033.XSHE	490.51	-0.24%	63.39	13.8	801750	计算机I	801222	计算机应用II	440.89	-1.06	沪深300,创业板
531	中金环境	300145.XSHE	61.74	2.23%	23.62	1.2	801890	机械设备I	801072	通用机械II	440.62	9.83	中证1000,创业板,中证环保
532	天健集团	000090.XSHE	94.17	0.4%	11.0	1.36	801180	房地产I	801181	房地产开发II	439.5	1.76	中证500
533	金钼股份	601958.XSHG	231.67	-0.55%	38.56	1.76	801050	有色金属I	801054	稀有金属II	439.5	-2.42	中证500
534	浙商证券	601878.XSHG	279.0	0.6%	31.56	1.97	801790	非银金融I	801193	证券II	438.86	2.63	沪深300,证券公司,金融地产
535	海航基础	600515.XSHG	150.05	0.0%	12.45	0.48	801180	房地产I	801181	房地产开发II	437.93	0.0	中证500,金融地产
536	聚光科技	300203.XSHE	62.72	-0.57%	12.8	1.49	801160	公用事业I	801162	环保工程及服务II	437.75	-2.5	中证1000,创业板,中证环保
537	云铝股份	000807.XSHE	116.0	0.23%	-9.03	1.35	801050	有色金属I	801055	工业金属II	437.09	1.01	中证500
538	重庆百货	600729.XSHG	112.61	-0.11%	11.65	1.82	801200	商业贸易I	801203	一般零售II	437.09	-0.48	中证500
539	中国中车	601766.XSHG	2000.31	-0.43%	16.41	1.51	801890	机械设备I	801076	运输设备II	436.61	-1.88	上证50,沪深300
540	外高桥	600648.XSHG	187.9	0.73%	20.71	1.76	801180	房地产I	801182	园区开发II	434.67	3.17	中证500
541	中化国际	600500.XSHG	136.21	0.6%	19.68	1.18	801030	化工I	801034	化学制品II	432.26	2.59	中证500
542	北大荒	600598.XSHG	164.97	0.22%	16.92	2.44	801010	农林牧渔I	801016	种植业II	432.26	0.95	中证500
543	九阳股份	002242.XSHE	173.34	0.98%	21.59	4.91	801110	家用电器I	801111	白色家电II	432.26	4.24	中证500
544	中兴通讯	000063.XSHE	1297.79	0.2%	29.47	4.67	801770	通信I	801102	通信设备II	429.88	0.86	沪深300,基本面60,基本面120
545	京运通	601908.XSHG	57.0	0.7%	40.86	0.82	801730	电气设备I	801733	电源设备II	427.5	2.99	中证1000,中证环保
546	神州高铁	000008.XSHE	97.61	0.86%	27.89	1.35	801890	机械设备I	801076	运输设备II	425.01	3.66	中证500
547	光明乳业	600597.XSHG	136.53	0.18%	35.3	2.49	801120	食品饮料I	801124	食品加工II	425.01	0.77	中证500
548	大富科技	300134.XSHE	103.08	0.3%	72.37	1.91	801770	通信I	801102	通信设备II	422.6	1.27	中证500
549	海天味业	603288.XSHG	2888.86	-2.2%	56.99	19.18	801120	食品饮料I	801124	食品加工II	420.38	-9.25	沪深300
550	思源电气	002028.XSHE	107.27	7.71%	23.06	2.18	801730	电气设备I	801734	高低压设备II	420.18	32.4	中证500
551	长园集团	600525.XSHG	77.83	-0.34%	-4.63	1.68	801730	电气设备I	801732	电气自动化设备II	420.18	-1.43	中证500
552	爱康科技	002610.XSHE	69.58	0.65%	147.75	1.17	801160	公用事业I	801161	电力II	418.57	2.72	中证1000,中证环保
553	皖新传媒	601801.XSHG	101.85	0.39%	16.83	1.0	801760	传媒I	801761	文化传媒II	418.14	1.63	中证500,中证传媒
554	常山北明	000158.XSHE	95.54	-1.2%	50.93	1.62	801750	计算机I	801222	计算机应用II	417.77	-5.01	中证500
555	江淮汽车	600418.XSHG	91.07	1.69%	-12.78	0.7	801880	汽车I	801094	汽车整车II	412.94	6.98	中证500
556	神州泰岳	300002.XSHE	61.97	0.32%	-98.65	1.26	801750	计算机I	801222	计算机应用II	412.72	1.32	中证500,创业板
557	世茂股份	600823.XSHG	145.92	0.26%	5.91	0.6	801180	房地产I	801181	房地产开发II	412.19	1.07	中证500,金融地产
558	柳工	000528.XSHE	93.73	0.63%	9.8	0.92	801890	机械设备I	801074	专用设备II	410.52	2.59	中证500
559	嘉泽新能	601619.XSHG	72.68	-0.27%	28.25	2.6	801160	公用事业I	801161	电力II	408.76	-1.1	中证1000,中证环保
560	浙江东方	600120.XSHG	127.63	0.63%	16.96	1.18	801790	非银金融I	801191	多元金融II	408.11	2.57	中证500
561	顾家家居	603816.XSHG	232.72	0.03%	20.76	4.56	801140	轻工制造I	801142	家用轻工II	408.11	0.12	中证500
562	卧龙电驱	600580.XSHG	132.94	3.21%	13.27	1.99	801730	电气设备I	801731	电机II	405.69	13.02	中证500
563	湖南黄金	002155.XSHE	86.19	-1.24%	44.74	1.75	801050	有色金属I	801053	黄金II	405.69	-5.03	中证500
564	三友化工	600409.XSHG	115.6	1.45%	20.29	1.04	801030	化工I	801033	化学原料II	405.69	5.88	中证500
565	天山股份	000877.XSHE	110.22	-1.04%	6.65	1.2	801710	建筑材料I	801711	水泥制造II	405.69	-4.22	中证500
566	中利集团	002309.XSHE	51.0	0.69%	-15.66	0.59	801730	电气设备I	801733	电源设备II	404.15	2.79	中证1000,中证环保
567	华灿光电	300323.XSHE	53.73	0.82%	-5.55	1.04	801080	电子I	801084	光学光电子II	403.82	3.31	中证1000,创业板,中证环保
568	海尔智家	600690.XSHG	1086.46	-2.01%	12.0	2.47	801110	家用电器I	801111	白色家电II	403.31	-8.11	上证50,沪深300,300价值
569	中鼎股份	000887.XSHE	98.64	-0.37%	14.81	1.15	801880	汽车I	801093	汽车零部件II	400.86	-1.48	中证500
570	上实发展	600748.XSHG	107.35	0.87%	13.34	1.04	801180	房地产I	801181	房地产开发II	399.21	3.47	中证500,金融地产
571	美尚生态	300495.XSHE	73.63	-1.09%	20.47	1.72	801720	建筑装饰I	801725	园林工程II	398.61	-4.34	中证1000,中证环保
572	健帆生物	300529.XSHE	293.4	-1.81%	57.08	14.86	801150	医药生物I	801153	医疗器械II	398.45	-7.21	中证1000,创业板,全指医药
573	东方盛虹	000301.XSHE	201.86	-0.4%	16.09	1.5	801030	化工I	801032	化学纤维II	398.45	-1.59	中证500
574	中信重工	601608.XSHG	154.48	0.56%	115.55	2.13	801890	机械设备I	801074	专用设备II	398.45	2.23	中证500
575	郑煤机	601717.XSHG	107.07	1.48%	8.87	0.87	801880	汽车I	801093	汽车零部件II	398.45	5.9	中证500
576	大连港	601880.XSHG	257.89	0.5%	41.45	1.39	801170	交通运输I	801171	港口II	398.45	1.99	中证500
577	泰禾集团	000732.XSHE	140.87	0.35%	4.36	0.64	801180	房地产I	801181	房地产开发II	396.99	1.39	基本面120,中证500,金融地产
578	齐翔腾达	002408.XSHE	128.7	0.55%	19.23	1.69	801030	化工I	801034	化学制品II	396.03	2.18	中证500
579	阳泉煤业	600348.XSHG	125.06	0.58%	5.78	0.71	801020	采掘I	801021	煤炭开采II	396.03	2.3	中证500
580	中材国际	600970.XSHG	108.2	-0.16%	7.17	1.11	801720	建筑装饰I	801724	专业工程II	396.03	-0.63	中证500
581	鸿达兴业	002002.XSHE	102.77	1.53%	23.73	1.57	801030	化工I	801033	化学原料II	393.62	6.02	中证500
582	江苏新能	603693.XSHG	59.7	-0.62%	26.79	1.32	801160	公用事业I	801161	电力II	393.62	-2.44	中证1000,中证环保
583	天津港	600717.XSHG	125.0	0.65%	19.94	0.76	801170	交通运输I	801171	港口II	393.62	2.56	中证500
584	蒙草生态	300355.XSHE	49.73	0.65%	10511.75	1.32	801720	建筑装饰I	801725	园林工程II	393.59	2.56	中证1000,中证环保
585	智度股份	000676.XSHE	110.59	-2.46%	19.75	1.71	801760	传媒I	801752	互联网传媒II	392.08	-9.65	中证1000,中证传媒
586	牧原股份	002714.XSHE	1876.53	-4.09%	120.53	11.66	801010	农林牧渔I	801017	畜禽养殖II	391.88	-16.03	沪深300,基本面120
587	江中药业	600750.XSHG	64.0	-0.25%	12.84	1.82	801150	医药生物I	801155	中药II	391.7	-0.98	中证500,全指医药
588	多氟多	002407.XSHE	82.07	0.25%	-1655.93	2.39	801030	化工I	801034	化学制品II	391.2	0.98	中证500
589	苏宁环球	000718.XSHE	110.46	1.39%	8.85	1.42	801180	房地产I	801181	房地产开发II	390.72	5.43	基本面120,中证500,金融地产
590	雅化集团	002497.XSHE	57.71	-0.5%	52.0	2.1	801030	化工I	801034	化学制品II	389.61	-1.95	中证1000,中证环保
591	中信建投	601066.XSHG	1712.03	0.18%	36.26	3.78	801790	非银金融I	801193	证券II	389.23	0.7	上证50,沪深300,证券公司,金融地产
592	宁波华翔	002048.XSHE	89.43	-1.11%	9.96	1.01	801880	汽车I	801093	汽车零部件II	388.79	-4.32	中证500
593	奥瑞金	002701.XSHE	100.1	-0.93%	47.61	1.72	801140	轻工制造I	801141	包装印刷II	386.37	-3.59	中证500
594	裕同科技	002831.XSHE	210.68	0.29%	20.83	3.51	801140	轻工制造I	801141	包装印刷II	386.37	1.12	中证500
595	跨境通	002640.XSHE	107.35	2.07%	21.57	1.33	801200	商业贸易I	801203	一般零售II	383.96	7.95	中证500
596	机器人	300024.XSHE	210.16	0.07%	51.63	3.27	801890	机械设备I	801072	通用机械II	381.67	0.27	沪深300,创业板
597	华峰氨纶	002064.XSHE	95.58	-1.04%	21.55	2.33	801030	化工I	801032	化学纤维II	381.54	-3.97	中证500
598	皖通高速	600012.XSHG	95.04	0.88%	8.51	0.91	801170	交通运输I	801175	高速公路II	380.08	3.34	中证1000,中证红利
599	上海梅林	600073.XSHG	72.67	-0.13%	21.25	1.83	801120	食品饮料I	801124	食品加工II	379.13	-0.49	中证500
600	步长制药	603858.XSHG	235.17	0.64%	11.63	1.8	801150	医药生物I	801155	中药II	378.8	2.42	沪深300,全指医药
601	东方时尚	603377.XSHG	108.72	-1.65%	48.69	6.35	801880	汽车I	801092	汽车服务II	376.72	-6.22	中证500
602	洪都航空	600316.XSHG	91.58	0.24%	63.67	1.91	801740	国防军工I	801742	航空装备II	371.89	0.89	中证500
603	酒钢宏兴	600307.XSHG	127.77	0.0%	10.05	1.08	801040	钢铁I	801041	钢铁II	369.47	0.0	中证500
604	中新药业	600329.XSHG	102.88	0.3%	16.98	1.98	801150	医药生物I	801155	中药II	367.26	1.1	中证500,全指医药
605	亿利洁能	600277.XSHG	103.53	0.27%	12.05	0.68	801030	化工I	801033	化学原料II	367.06	0.99	中证500
606	华测检测	300012.XSHE	225.09	-2.09%	48.02	7.44	801230	综合I	801231	综合II	363.56	-7.6	中证1000,创业板
607	恺英网络	002517.XSHE	57.69	1.13%	-23.39	1.17	801760	传媒I	801752	互联网传媒II	363.36	4.11	中证500,中证传媒
608	华侨城A	000069.XSHE	565.15	-0.43%	4.92	0.91	801180	房地产I	801181	房地产开发II	362.55	-1.56	沪深300,300价值,基本面60,基本面120,金融地产
609	胜利精密	002426.XSHE	78.81	0.44%	-5.65	1.04	801890	机械设备I	801072	通用机械II	362.23	1.59	中证500
610	张家港行	002839.XSHE	100.68	0.91%	10.88	1.02	801780	银行I	801192	银行II	360.47	3.28	中证500,金融地产
611	首钢股份	000959.XSHE	182.48	0.58%	12.17	0.67	801040	钢铁I	801041	钢铁II	359.39	2.08	基本面60,基本面120,中证500
612	中色股份	000758.XSHE	79.76	0.5%	-49.34	1.54	801050	有色金属I	801055	工业金属II	357.4	1.79	中证500
613	联络互动	002280.XSHE	87.52	3.61%	-11.09	1.65	801750	计算机I	801222	计算机应用II	357.4	12.9	中证500
614	中国联通	600050.XSHG	1772.02	-0.35%	35.97	1.24	801770	通信I	801223	通信运营II	356.34	-1.25	上证50,沪深300
615	兴发集团	600141.XSHG	90.01	-0.1%	28.86	1.19	801030	化工I	801034	化学制品II	354.98	-0.35	中证500
616	蓝帆医疗	002382.XSHE	117.03	-0.98%	25.37	1.4	801150	医药生物I	801153	医疗器械II	353.84	-3.47	中证500,全指医药
617	西部建设	002302.XSHE	140.0	-1.07%	20.23	1.97	801710	建筑材料I	801713	其他建材II	352.57	-3.77	中证500
618	华东科技	000727.XSHE	94.22	0.97%	-7.79	1.18	801080	电子I	801084	光学光电子II	352.57	3.42	中证500
619	滨化股份	601678.XSHG	73.36	1.93%	18.99	1.17	801030	化工I	801033	化学原料II	350.15	6.76	中证500
