	名称	代码	市值（亿元）	涨跌幅	pe	pb	一级行业代码	一级行业名称	二级行业代码	二级行业名称	持有市值（元）	日盈亏	相关指数
445	南京高科	600064.XSHG	112.9665	-0.11%	6.85	0.98	801180	房地产I	801182	园区开发II	578.06	-0.64	中证500,金融地产
446	上海贝岭	600171.XSHG	98.2562	0.5%	56.28	3.34	801080	电子I	801081	半导体II	577.07	2.89	中证500
447	燕京啤酒	000729.XSHE	172.2128	-0.49%	82.7	1.27	801120	食品饮料I	801123	饮料制造II	569.41	-2.79	中证500
448	东易日盛	002713.XSHE	26.8084	-0.94%	76.49	3.18	801720	建筑装饰I	801722	装修装饰II	568.53	-5.34	中证红利
449	葛洲坝	600068.XSHG	285.0357	-0.65%	5.62	0.98	801720	建筑装饰I	801723	基础建设II	567.56	-3.69	沪深300,300价值,中证环保
450	大参林	603233.XSHG	254.2344	4.36%	37.73	7.58	801150	医药生物I	801154	医药商业II	565.51	24.66	中证500,全指医药
451	天齐锂业	002466.XSHE	337.6858	-0.57%	51.91	3.32	801050	有色金属I	801054	稀有金属II	565.06	-3.22	沪深300,中证环保
452	潞安环能	601699.XSHG	205.80900000000003	-0.15%	8.08	0.79	801020	采掘I	801021	煤炭开采II	564.31	-0.85	中证500
453	信邦制药	002390.XSHE	89.8636	0.0%	-6.61	1.84	801150	医药生物I	801155	中药II	562.34	0.0	中证500,全指医药
454	通威股份	600438.XSHG	493.0883	2.2%	18.94	3.02	801730	电气设备I	801733	电源设备II	561.05	12.34	沪深300,中证环保
455	东莞控股	000828.XSHE	81.81	-0.76%	6.98	1.17	801170	交通运输I	801175	高速公路II	556.75	-4.23	中证1000,中证红利
456	吉祥航空	603885.XSHG	273.0974	-0.36%	26.4	2.18	801170	交通运输I	801173	航空运输II	556.65	-2.0	中证500
457	海能达	002583.XSHE	161.1467	0.68%	35.48	2.61	801770	通信I	801102	通信设备II	556.65	3.79	中证500
458	北方导航	600435.XSHG	116.4648	0.0%	234.57	5.47	801740	国防军工I	801743	地面兵装II	554.09	0.0	中证500
459	恩捷股份	002812.XSHE	335.8396	-1.68%	40.58	7.8	801030	化工I	801034	化学制品II	551.54	-9.27	中证500
460	立讯精密	002475.XSHE	1836.8472	-2.36%	46.47	10.03	801080	电子I	801085	电子制造II	550.83	-13.0	沪深300,基本面120
461	高德红外	002414.XSHE	184.5613	-0.41%	68.4	5.21	801080	电子I	801082	其他电子II	548.99	-2.25	中证500
462	贝达药业	300558.XSHE	297.7425	-9.99%	136.83	12.56	801150	医药生物I	801151	化学制药II	548.92	-54.84	中证1000,创业板,全指医药
463	新华网	603888.XSHG	104.3249	-0.05%	39.0	3.69	801760	传媒I	801752	互联网传媒II	548.86	-0.27	中证500,中证传媒
464	上海电气	601727.XSHG	709.1352	-0.21%	23.18	1.15	801730	电气设备I	801733	电源设备II	548.31	-1.15	沪深300,中证环保
465	中源协和	600645.XSHG	76.7471	-0.43%	-42.21	2.29	801150	医药生物I	801152	生物制品II	547.27	-2.35	中证500,全指医药
466	江苏银行	600919.XSHG	789.6424	0.88%	5.38	0.73	801780	银行I	801192	银行II	546.36	4.81	沪深300,300价值,金融地产
467	三一重工	600031.XSHG	1250.3469	-2.83%	12.03	2.93	801890	机械设备I	801074	专用设备II	546.1	-15.45	上证50,沪深300
468	海王生物	000078.XSHE	89.2314	-0.31%	25.62	1.4	801150	医药生物I	801154	医药商业II	546.05	-1.69	中证500,全指医药
469	中材科技	002080.XSHE	150.8633	-0.67%	12.49	1.47	801030	化工I	801034	化学制品II	544.59	-3.65	中证1000,中证环保
470	南钢股份	600282.XSHG	145.2533	0.3%	4.93	0.88	801040	钢铁I	801041	钢铁II	543.88	1.63	中证500
471	中国动力	600482.XSHG	369.0006	0.69%	34.86	1.41	801740	国防军工I	801744	船舶制造II	541.59	3.74	沪深300,中证环保
472	和邦生物	603077.XSHG	127.17	0.0%	33.5	1.14	801030	化工I	801033	化学原料II	541.33	0.0	中证500
473	赣锋锂业	002460.XSHE	355.4651	-0.22%	61.28	4.49	801050	有色金属I	801054	稀有金属II	541.27	-1.19	沪深300,中证环保
474	中际旭创	300308.XSHE	308.3475	0.49%	61.73	4.58	801770	通信I	801102	通信设备II	541.06	2.65	中证500,创业板
475	内蒙华电	600863.XSHG	148.6969	0.39%	11.84	1.28	801160	公用事业I	801161	电力II	538.77	2.1	中证500
476	中远海能	600026.XSHG	231.0355	0.0%	24.1	0.82	801170	交通运输I	801176	航运II	538.77	0.0	中证500
477	电广传媒	000917.XSHE	85.1951	-1.0%	29.26	0.81	801760	传媒I	801761	文化传媒II	538.56	-5.39	中证1000,中证传媒
478	马应龙	600993.XSHG	75.4344	-2.4%	21.63	3.02	801150	医药生物I	801155	中药II	538.51	-12.92	中证500,全指医药
479	太极股份	002368.XSHE	139.0235	-0.12%	43.07	4.89	801750	计算机I	801222	计算机应用II	536.22	-0.64	中证500
480	贵州百灵	002424.XSHE	115.8595	0.24%	24.02	2.85	801150	医药生物I	801155	中药II	535.96	1.29	中证500,全指医药
481	中国银河	601881.XSHG	1040.0826	0.1%	21.32	1.5	801790	非银金融I	801193	证券II	534.77	0.53	沪深300,证券公司,金融地产
482	马钢股份	600808.XSHG	210.2286	0.73%	11.52	0.77	801040	钢铁I	801041	钢铁II	533.67	3.9	中证500
483	三聚环保	300072.XSHE	141.6881	-1.66%	-21.28	1.53	801030	化工I	801034	化学制品II	531.21	-8.82	沪深300,创业板,中证环保
484	闰土股份	002440.XSHE	124.4841	0.37%	9.06	1.47	801030	化工I	801034	化学制品II	531.11	1.97	中证500
485	航发控制	000738.XSHE	145.9548	0.0%	52.44	2.62	801740	国防军工I	801742	航空装备II	528.56	0.0	中证500
486	海南橡胶	601118.XSHG	198.5654	-1.29%	-148.87	2.05	801010	农林牧渔I	801016	种植业II	528.56	-6.82	中证500
487	药明康德	603259.XSHG	1485.0135	-3.76%	70.81	8.61	801150	医药生物I	801156	医疗服务II	528.14	-19.86	上证50,沪深300,全指医药
488	旋极信息	300324.XSHE	88.2303	0.4%	-116.66	1.68	801750	计算机I	801222	计算机应用II	526.16	2.1	中证500,创业板
489	金科文化	300459.XSHE	103.1171	0.0%	14.18	1.45	801760	传媒I	801752	互联网传媒II	524.08	0.0	中证500,创业板,中证传媒
490	景旺电子	603228.XSHG	252.2732	1.05%	31.34	4.85	801080	电子I	801083	元件II	523.45	5.5	中证500
491	联美控股	600167.XSHG	272.515	-0.34%	18.16	4.05	801160	公用事业I	801161	电力II	520.9	-1.77	中证500
492	中国一重	601106.XSHG	192.0179	-0.71%	247.21	1.75	801890	机械设备I	801074	专用设备II	520.9	-3.7	中证500
493	城投控股	600649.XSHG	139.1267	-0.18%	21.6	0.73	801180	房地产I	801181	房地产开发II	520.39	-0.94	中证500,金融地产
494	洲明科技	300232.XSHE	73.4411	0.25%	14.94	2.74	801080	电子I	801084	光学光电子II	520.19	1.3	中证1000,中证环保
495	深圳能源	000027.XSHE	237.8695	-0.33%	13.22	0.99	801160	公用事业I	801161	电力II	519.4	-1.71	基本面60,基本面120,中证500
496	华远地产	600743.XSHG	55.368	0.85%	7.31	0.7	801180	房地产I	801181	房地产开发II	517.35	4.4	中证红利
497	华邦健康	002004.XSHE	91.6703	-0.22%	17.28	1.0	801030	化工I	801034	化学制品II	515.79	-1.13	中证500
498	太阳能	000591.XSHE	101.6399	0.0%	10.57	0.77	801160	公用事业I	801161	电力II	514.82	0.0	中证1000,中证环保
499	东方园林	002310.XSHE	124.3369	-1.08%	-46.98	1.07	801720	建筑装饰I	801725	园林工程II	514.44	-5.56	沪深300,中证环保
500	华夏银行	600015.XSHG	1146.3481	-0.13%	5.31	0.57	801780	银行I	801192	银行II	514.33	-0.67	沪深300,300价值,金融地产
501	唐山港	601000.XSHG	148.7408	0.0%	8.46	0.9	801170	交通运输I	801171	港口II	513.24	0.0	中证500
502	绿色动力	601330.XSHG	120.5326	0.39%	36.98	3.76	801160	公用事业I	801162	环保工程及服务II	511.81	2.0	中证1000,中证环保
503	中兴通讯	000063.XSHE	1295.2563	-0.91%	29.41	4.66	801770	通信I	801102	通信设备II	511.12	-4.65	沪深300,基本面60,基本面120
504	新奥股份	600803.XSHG	125.0255	-0.69%	9.18	1.34	801030	化工I	801034	化学制品II	511.1	-3.53	中证1000,中证环保
505	中科三环	000970.XSHE	96.081	-1.11%	44.35	2.12	801050	有色金属I	801051	金属非金属新材料II	508.13	-5.64	中证500
506	华菱钢铁	000932.XSHE	191.2525	-0.44%	4.46	0.92	801040	钢铁I	801041	钢铁II	507.29	-2.23	基本面60,基本面120,中证500
507	三环集团	300408.XSHE	314.6409	4.21%	29.85	4.31	801080	电子I	801083	元件II	505.91	21.3	沪深300,创业板
508	深科技	000021.XSHE	140.211	-0.1%	38.77	2.17	801080	电子I	801085	电子制造II	503.02	-0.5	中证500
509	南洋股份	002212.XSHE	185.3573	-1.06%	53.25	2.21	801750	计算机I	801222	计算机应用II	500.47	-5.3	中证500
510	林洋能源	601222.XSHG	76.8102	0.0%	9.61	0.79	801730	电气设备I	801732	电气自动化设备II	496.32	0.0	中证1000,中证环保
511	滨江集团	002244.XSHE	132.8587	-0.23%	9.69	0.83	801180	房地产I	801181	房地产开发II	495.79	-1.14	基本面120,中证500,金融地产
512	万华化学	600309.XSHG	1551.0348	-2.85%	31.34	3.84	801030	化工I	801034	化学制品II	495.41	-14.12	上证50,沪深300
513	中粮科技	000930.XSHE	117.5102	-0.63%	35.42	1.22	801010	农林牧渔I	801012	农产品加工II	495.36	-3.12	中证500
514	同花顺	300033.XSHE	491.689	-0.66%	63.55	13.84	801750	计算机I	801222	计算机应用II	488.23	-3.22	沪深300,创业板
515	西南证券	600369.XSHG	241.6107	0.47%	40.15	1.26	801790	非银金融I	801193	证券II	486.77	2.29	沪深300,证券公司,金融地产
516	海信电器	600060.XSHG	122.6047	1.6%	38.12	0.86	801110	家用电器I	801112	视听器材II	485.15	7.76	中证500
517	岭南股份	002717.XSHE	68.2509	-1.13%	13.35	1.47	801720	建筑装饰I	801725	园林工程II	485.03	-5.48	中证1000,中证环保
518	中国中车	601766.XSHG	2008.9205	-0.43%	16.48	1.52	801890	机械设备I	801076	运输设备II	484.89	-2.09	上证50,沪深300
519	怡亚通	002183.XSHE	86.6061	-0.74%	-72.65	1.44	801170	交通运输I	801178	物流II	483.52	-3.58	基本面120,中证500
520	际华集团	601718.XSHG	139.6538	-1.26%	-71.8	0.78	801130	纺织服装I	801132	服装家纺II	482.6	-6.08	中证500
521	苏交科	300284.XSHE	76.4497	-0.64%	11.23	1.69	801720	建筑装饰I	801723	基础建设II	478.76	-3.06	中证1000,中证环保
522	万向钱潮	000559.XSHE	138.7592	-0.2%	24.85	2.73	801880	汽车I	801093	汽车零部件II	477.94	-0.96	基本面120,中证500
523	中山公用	000685.XSHE	115.3537	-0.51%	13.69	0.89	801160	公用事业I	801164	水务II	477.49	-2.44	中证500
524	新钢股份	600782.XSHG	152.4209	0.63%	3.31	0.73	801040	钢铁I	801041	钢铁II	477.49	3.01	中证500
525	中国西电	601179.XSHG	179.9185	0.57%	29.56	0.91	801730	电气设备I	801734	高低压设备II	474.94	2.71	中证500
526	海尔智家	600690.XSHG	1108.7529	-2.01%	12.25	2.52	801110	家用电器I	801111	白色家电II	474.72	-9.54	上证50,沪深300,300价值
527	中金环境	300145.XSHE	60.396	-0.32%	23.1	1.18	801890	机械设备I	801072	通用机械II	474.28	-1.52	中证1000,创业板,中证环保
528	桂冠电力	600236.XSHG	374.4129	0.63%	16.0	2.58	801160	公用事业I	801161	电力II	473.87	2.99	中证环保
529	四川路桥	600039.XSHG	116.62	-0.31%	7.98	0.8	801720	建筑装饰I	801723	基础建设II	472.38	-1.46	中证500
530	百联股份	600827.XSHG	155.7579	0.23%	17.53	0.88	801200	商业贸易I	801203	一般零售II	472.38	1.09	中证500
531	聚光科技	300203.XSHE	63.0809	-1.36%	12.88	1.5	801160	公用事业I	801162	环保工程及服务II	472.2	-6.42	中证1000,创业板,中证环保
532	塔牌集团	002233.XSHE	129.958	-1.38%	8.51	1.42	801710	建筑材料I	801711	水泥制造II	472.06	-6.51	基本面120,中证500
533	中体产业	600158.XSHG	77.1174	0.44%	106.71	4.52	801760	传媒I	801761	文化传媒II	471.1	2.07	中证500,金融地产
534	中青旅	600138.XSHG	85.196	-0.68%	14.3	1.3	801210	休闲服务I	801214	旅游综合II	469.83	-3.19	中证500
535	新潮能源	600777.XSHG	137.37	0.0%	14.45	0.84	801020	采掘I	801023	石油开采II	469.83	0.0	中证500
536	金钼股份	601958.XSHG	232.9608	-1.39%	38.77	1.77	801050	有色金属I	801054	稀有金属II	464.72	-6.46	中证500
537	天健集团	000090.XSHE	93.801	-0.2%	10.95	1.35	801180	房地产I	801181	房地产开发II	464.72	-0.93	中证500
538	海航基础	600515.XSHG	150.0516	-0.26%	12.45	0.48	801180	房地产I	801181	房地产开发II	462.72	-1.2	中证500,金融地产
539	重庆百货	600729.XSHG	112.7303	-0.25%	11.66	1.82	801200	商业贸易I	801203	一般零售II	462.17	-1.16	中证500
540	云铝股份	000807.XSHE	115.7436	-0.23%	-9.01	1.35	801050	有色金属I	801055	工业金属II	462.17	-1.06	中证500
541	外高桥	600648.XSHG	186.5379	-0.12%	20.56	1.75	801180	房地产I	801182	园区开发II	459.62	-0.55	中证500
542	海天味业	603288.XSHG	2953.9341	-2.87%	58.28	19.61	801120	食品饮料I	801124	食品加工II	459.36	-13.18	沪深300
543	北大荒	600598.XSHG	164.6132	0.32%	16.88	2.43	801010	农林牧渔I	801016	种植业II	457.06	1.46	中证500
544	九阳股份	002242.XSHE	171.6477	-0.27%	21.38	4.86	801110	家用电器I	801111	白色家电II	457.06	-1.23	中证500
545	中化国际	600500.XSHG	135.3958	-0.2%	19.56	1.17	801030	化工I	801034	化学制品II	457.06	-0.91	中证500
546	京运通	601908.XSHG	56.6017	0.0%	40.57	0.82	801730	电气设备I	801733	电源设备II	456.82	0.0	中证1000,中证环保
547	华侨城A	000069.XSHE	567.6134	-0.72%	4.94	0.91	801180	房地产I	801181	房地产开发II	454.06	-3.27	沪深300,300价值,基本面60,基本面120,金融地产
548	浙商证券	601878.XSHG	277.3343	0.36%	31.37	1.96	801790	非银金融I	801193	证券II	450.53	1.62	沪深300,证券公司,金融地产
549	健帆生物	300529.XSHE	298.8	-1.89%	58.13	15.14	801150	医药生物I	801153	医疗器械II	449.47	-8.49	中证1000,创业板,全指医药
550	光明乳业	600597.XSHG	136.2855	-0.27%	35.24	2.48	801120	食品饮料I	801124	食品加工II	449.4	-1.21	中证500
551	神州高铁	000008.XSHE	96.7717	0.0%	27.66	1.34	801890	机械设备I	801076	运输设备II	449.4	0.0	中证500
552	皖新传媒	601801.XSHG	101.4494	-0.59%	16.76	0.99	801760	传媒I	801761	文化传媒II	448.97	-2.65	中证500,中证传媒
553	爱康科技	002610.XSHE	69.1325	0.65%	146.8	1.16	801160	公用事业I	801161	电力II	448.05	2.91	中证1000,中证环保
554	大富科技	300134.XSHE	102.76799999999999	-0.82%	72.16	1.9	801770	通信I	801102	通信设备II	446.85	-3.66	中证500
555	长园集团	600525.XSHG	78.0963	-0.85%	-4.65	1.69	801730	电气设备I	801732	电气自动化设备II	444.3	-3.78	中证500
556	思源电气	002028.XSHE	99.5874	7.86%	21.41	2.03	801730	电气设备I	801734	高低压设备II	444.3	34.92	中证500
557	常山北明	000158.XSHE	96.6932	-1.37%	51.55	1.64	801750	计算机I	801222	计算机应用II	441.74	-6.05	中证500
558	神州泰岳	300002.XSHE	61.7744	-0.63%	-98.34	1.25	801750	计算机I	801222	计算机应用II	441.1	-2.78	中证500,创业板
559	皖通高速	600012.XSHG	94.209	0.7%	8.44	0.9	801170	交通运输I	801175	高速公路II	439.71	3.08	中证1000,中证红利
560	江淮汽车	600418.XSHG	89.5537	0.85%	-12.57	0.69	801880	汽车I	801094	汽车整车II	436.64	3.71	中证500
561	嘉泽新能	601619.XSHG	72.8741	-0.53%	28.33	2.61	801160	公用事业I	801161	电力II	436.34	-2.31	中证1000,中证环保
562	世茂股份	600823.XSHG	145.5453	0.0%	5.89	0.6	801180	房地产I	801181	房地产开发II	435.52	0.0	中证500,金融地产
563	牧原股份	002714.XSHE	1956.5175	-4.38%	125.67	12.16	801010	农林牧渔I	801017	畜禽养殖II	435.06	-19.06	沪深300,基本面120
564	柳工	000528.XSHE	93.1426	0.0%	9.73	0.92	801890	机械设备I	801074	专用设备II	434.08	0.0	中证500
565	华灿光电	300323.XSHE	53.2975	0.2%	-5.51	1.03	801080	电子I	801084	光学光电子II	433.0	0.87	中证1000,创业板,中证环保
566	中利集团	002309.XSHE	50.6508	-0.17%	-15.55	0.59	801730	电气设备I	801733	电源设备II	431.97	-0.73	中证1000,中证环保
567	顾家家居	603816.XSHG	232.6607	-0.72%	20.76	4.56	801140	轻工制造I	801142	家用轻工II	431.53	-3.11	中证500
568	浙江东方	600120.XSHG	126.8335	0.0%	16.86	1.17	801790	非银金融I	801191	多元金融II	431.53	0.0	中证500
569	卧龙电驱	600580.XSHG	128.7987	1.51%	12.86	1.93	801730	电气设备I	801731	电机II	428.98	6.48	中证500
570	天山股份	000877.XSHE	111.3744	-1.04%	6.72	1.21	801710	建筑材料I	801711	水泥制造II	428.98	-4.46	中证500
571	湖南黄金	002155.XSHE	87.2681	-1.24%	45.3	1.78	801050	有色金属I	801053	黄金II	428.98	-5.32	中证500
572	三友化工	600409.XSHG	113.9521	0.0%	20.0	1.03	801030	化工I	801033	化学原料II	428.98	0.0	中证500
573	智度股份	000676.XSHE	113.37299999999999	-1.29%	20.25	1.75	801760	传媒I	801752	互联网传媒II	428.58	-5.53	中证1000,中证传媒
574	步长制药	603858.XSHG	233.6816	-0.24%	11.56	1.79	801150	医药生物I	801155	中药II	426.23	-1.02	沪深300,全指医药
575	美尚生态	300495.XSHE	74.4418	-1.27%	20.7	1.74	801720	建筑装饰I	801725	园林工程II	426.06	-5.41	中证1000,中证环保
576	中鼎股份	000887.XSHE	99.0085	-1.11%	14.86	1.15	801880	汽车I	801093	汽车零部件II	423.87	-4.7	中证500
577	泰禾集团	000732.XSHE	140.374	0.0%	4.34	0.64	801180	房地产I	801181	房地产开发II	423.49	0.0	基本面120,中证500,金融地产
578	江中药业	600750.XSHG	64.155	-0.57%	12.88	1.82	801150	医药生物I	801155	中药II	422.88	-2.41	中证500,全指医药
579	机器人	300024.XSHE	210.0083	-0.07%	51.59	3.27	801890	机械设备I	801072	通用机械II	422.88	-0.3	沪深300,创业板
580	上实发展	600748.XSHG	106.4313	0.69%	13.23	1.03	801180	房地产I	801181	房地产开发II	421.8	2.91	中证500,金融地产
581	大连港	601880.XSHG	256.6013	-0.5%	41.24	1.38	801170	交通运输I	801171	港口II	421.32	-2.11	中证500
582	东方盛虹	000301.XSHE	202.6614	-0.99%	16.15	1.5	801030	化工I	801032	化学纤维II	421.32	-4.17	中证500
583	郑煤机	601717.XSHG	105.5075	0.16%	8.74	0.86	801880	汽车I	801093	汽车零部件II	421.32	0.67	中证500
584	中信重工	601608.XSHG	153.6154	-0.28%	114.9	2.12	801890	机械设备I	801074	专用设备II	421.32	-1.18	中证500
585	蒙草生态	300355.XSHE	49.4107	0.32%	10443.93	1.31	801720	建筑装饰I	801725	园林工程II	420.86	1.35	中证1000,中证环保
586	江苏新能	603693.XSHG	60.0696	-1.03%	26.96	1.33	801160	公用事业I	801161	电力II	420.23	-4.33	中证1000,中证环保
587	中材国际	600970.XSHG	108.3755	-0.48%	7.18	1.11	801720	建筑装饰I	801724	专业工程II	418.76	-2.01	中证500
588	阳泉煤业	600348.XSHG	124.3385	0.0%	5.75	0.71	801020	采掘I	801021	煤炭开采II	418.76	0.0	中证500
589	齐翔腾达	002408.XSHE	127.9926	0.0%	19.12	1.68	801030	化工I	801034	化学制品II	418.76	0.0	中证500
590	苏宁环球	000718.XSHE	108.9434	0.84%	8.73	1.4	801180	房地产I	801181	房地产开发II	417.86	3.51	基本面120,中证500,金融地产
591	雅化集团	002497.XSHE	58.0006	-1.16%	52.26	2.11	801030	化工I	801034	化学制品II	416.79	-4.83	中证1000,中证环保
592	天津港	600717.XSHG	124.2009	0.16%	19.81	0.75	801170	交通运输I	801171	港口II	416.21	0.67	中证500
593	鸿达兴业	002002.XSHE	101.2187	0.51%	23.37	1.54	801030	化工I	801033	化学原料II	416.21	2.12	中证500
594	多氟多	002407.XSHE	81.8653	0.17%	-1651.79	2.39	801030	化工I	801034	化学制品II	413.65	0.7	中证500
595	宁波华翔	002048.XSHE	90.4272	-1.8%	10.08	1.02	801880	汽车I	801093	汽车零部件II	411.1	-7.4	中证500
596	裕同科技	002831.XSHE	210.0651	0.0%	20.77	3.5	801140	轻工制造I	801141	包装印刷II	408.55	0.0	中证500
597	奥瑞金	002701.XSHE	101.0392	-1.17%	48.06	1.74	801140	轻工制造I	801141	包装印刷II	408.55	-4.78	中证500
598	华测检测	300012.XSHE	229.8995	-3.17%	49.05	7.6	801230	综合I	801231	综合II	408.16	-12.94	中证1000,创业板
599	跨境通	002640.XSHE	105.1678	1.33%	21.13	1.31	801200	商业贸易I	801203	一般零售II	405.99	5.4	中证500
600	华峰氨纶	002064.XSHE	96.5837	-1.04%	21.78	2.35	801030	化工I	801032	化学纤维II	403.44	-4.2	中证500
601	中信建投	601066.XSHG	1708.967	0.36%	36.19	3.77	801790	非银金融I	801193	证券II	401.77	1.45	上证50,沪深300,证券公司,金融地产
602	上海梅林	600073.XSHG	72.7678	-0.77%	21.28	1.83	801120	食品饮料I	801124	食品加工II	400.89	-3.09	中证500
603	东方时尚	603377.XSHG	110.544	-2.5%	49.5	6.46	801880	汽车I	801092	汽车服务II	398.33	-9.96	中证500
604	中新药业	600329.XSHG	102.5677	-0.6%	16.93	1.97	801150	医药生物I	801155	中药II	396.49	-2.38	中证500,全指医药
605	中国联通	600050.XSHG	1778.2313	-0.7%	36.09	1.24	801770	通信I	801223	通信运营II	395.74	-2.77	上证50,沪深300
606	首钢股份	000959.XSHE	181.4261	0.0%	12.1	0.67	801040	钢铁I	801041	钢铁II	393.58	0.0	基本面60,基本面120,中证500
607	洪都航空	600316.XSHG	91.3604	-0.31%	63.52	1.9	801740	国防军工I	801742	航空装备II	393.23	-1.22	中证500
608	酒钢宏兴	600307.XSHG	127.7725	0.49%	10.05	1.08	801040	钢铁I	801041	钢铁II	390.67	1.91	中证500
609	恺英网络	002517.XSHE	57.0417	0.75%	-23.13	1.16	801760	传媒I	801752	互联网传媒II	390.14	2.93	中证500,中证传媒
610	亿利洁能	600277.XSHG	103.258	-0.27%	12.01	0.68	801030	化工I	801033	化学原料II	388.12	-1.05	中证500
611	中国石油	601857.XSHG	10285.7793	-0.53%	24.96	0.84	801020	采掘I	801023	石油开采II	386.36	-2.05	上证50,沪深300,300价值
612	胜利精密	002426.XSHE	78.4666	-0.44%	-5.62	1.04	801890	机械设备I	801072	通用机械II	383.01	-1.69	中证500
613	蓝帆医疗	002382.XSHE	118.1902	-1.47%	25.62	1.41	801150	医药生物I	801153	医疗器械II	382.03	-5.62	中证500,全指医药
614	迈克生物	300463.XSHE	157.2712	-4.15%	31.23	5.23	801150	医药生物I	801153	医疗器械II	382.02	-15.85	中证1000,创业板,全指医药
615	张家港行	002839.XSHE	99.7773	0.54%	10.79	1.01	801780	银行I	801192	银行II	380.88	2.06	中证500,金融地产
616	中国中铁	601390.XSHG	1403.0001	-0.7%	7.15	0.77	801720	建筑装饰I	801723	基础建设II	380.35	-2.66	上证50,沪深300,300价值
617	联络互动	002280.XSHE	84.4734	5.41%	-10.71	1.6	801750	计算机I	801222	计算机应用II	377.91	20.44	中证500
618	中色股份	000758.XSHE	79.366	-0.25%	-49.1	1.53	801050	有色金属I	801055	工业金属II	377.91	-0.94	中证500
619	兴发集团	600141.XSHG	90.1046	-0.62%	28.89	1.19	801030	化工I	801034	化学制品II	375.35	-2.33	中证500
620	上海机场	600009.XSHG	1471.8109	-2.33%	28.94	4.75	801170	交通运输I	801174	机场II	373.39	-8.7	沪深300
621	西部建设	002302.XSHE	141.5099	-0.98%	20.45	1.99	801710	建筑材料I	801713	其他建材II	372.8	-3.65	中证500
622	华东科技	000727.XSHE	93.3091	0.49%	-7.72	1.17	801080	电子I	801084	光学光电子II	372.8	1.83	中证500
623	通化金马	000766.XSHE	65.2384	-4.59%	21.06	1.34	801150	医药生物I	801151	化学制药II	371.33	-17.04	中证500,全指医药
624	深信服	300454.XSHE	466.3183	-1.43%	77.31	11.54	801750	计算机I	801222	计算机应用II	370.83	-5.3	创业板
625	博雅生物	300294.XSHE	131.4274	-0.76%	26.22	3.46	801150	医药生物I	801152	生物制品II	370.47	-2.82	中证1000,创业板,全指医药
626	滨化股份	601678.XSHG	71.969	1.07%	18.63	1.15	801030	化工I	801033	化学原料II	370.25	3.96	中证500
627	东旭蓝天	000040.XSHE	55.3117	0.0%	-25.94	0.38	801160	公用事业I	801161	电力II	369.59	0.0	中证1000,中证环保
628	中国核建	601611.XSHG	183.75	-0.14%	14.41	1.92	801720	建筑装饰I	801723	基础建设II	367.69	-0.51	中证500
629	天地科技	600582.XSHG	123.7438	0.0%	11.36	0.76	801890	机械设备I	801074	专用设备II	367.69	0.0	中证500
630	巨星科技	002444.XSHE	105.3743	-0.2%	11.99	1.42	801890	机械设备I	801072	通用机械II	367.69	-0.74	中证500
631	皖能电力	000543.XSHE	105.8625	-0.64%	11.16	0.81	801160	公用事业I	801161	电力II	367.23	-2.35	基本面120,中证500
632	万孚生物	300482.XSHE	165.3152	-2.05%	44.03	7.81	801150	医药生物I	801153	医疗器械II	364.02	-7.46	中证1000,创业板,全指医药
633	无锡银行	600908.XSHG	96.2942	0.38%	8.07	0.9	801780	银行I	801192	银行II	361.58	1.37	中证500,金融地产
634	新纶科技	002341.XSHE	59.5695	-0.77%	167.83	1.15	801030	化工I	801034	化学制品II	360.9	-2.78	中证1000,中证环保
635	福星股份	000926.XSHE	61.1164	-0.31%	7.02	0.55	801180	房地产I	801181	房地产开发II	358.79	-1.11	中证500,金融地产
636	铁龙物流	600125.XSHG	72.7176	-0.18%	14.9	1.23	801170	交通运输I	801177	铁路运输II	357.48	-0.64	中证500
637	日照港	600017.XSHG	86.7334	-0.71%	13.54	0.74	801170	交通运输I	801171	港口II	357.48	-2.54	中证500
638	深振业A	000006.XSHE	69.2547	-0.78%	8.42	1.08	801180	房地产I	801181	房地产开发II	356.0	-2.78	中证500,金融地产
639	拓普集团	601689.XSHG	148.9643	-0.92%	31.45	2.05	801880	汽车I	801093	汽车零部件II	354.93	-3.27	中证500
640	海航科技	600751.XSHG	82.6311	0.7%	28.25	0.6	801080	电子I	801082	其他电子II	352.37	2.47	中证500
641	中国铁建	601186.XSHG	1326.7212	-0.92%	6.64	0.82	801720	建筑装饰I	801723	基础建设II	350.4	-3.22	上证50,沪深300,300价值
642	中航高科	600862.XSHG	132.8969	-0.21%	32.41	3.34	801740	国防军工I	801742	航空装备II	349.82	-0.73	中证500
643	淮河能源	600575.XSHG	101.4314	-1.15%	16.07	1.09	801170	交通运输I	801178	物流II	349.82	-4.02	中证500
644	普利制药	300630.XSHE	173.1017	-3.03%	65.0	16.47	801150	医药生物I	801151	化学制药II	348.8	-10.57	中证1000,创业板,全指医药
645	中兵红箭	000519.XSHE	100.9605	-0.28%	27.32	1.25	801740	国防军工I	801743	地面兵装II	347.27	-0.97	中证500
646	通鼎互联	002491.XSHE	83.8933	-1.35%	46.83	1.64	801770	通信I	801102	通信设备II	347.27	-4.69	中证500
647	江阴银行	002807.XSHE	93.8296	0.23%	9.83	0.85	801780	银行I	801192	银行II	345.07	0.79	中证500,金融地产
