	名称	代码	市值（亿元）	涨跌幅	pe	pb	一级行业代码	一级行业名称	二级行业代码	二级行业名称	持有市值（元）	日盈亏	相关指数
438	潞安环能	601699.XSHG	204.01	0.0%	8.01	0.78	801020	采掘I	801021	煤炭开采II	548.31	0.0	中证500
439	海利得	002206.XSHE	43.05	0.0%	14.15	1.58	801030	化工I	801032	化学纤维II	548.09	0.0	中证1000,中证红利
440	中原高速	600020.XSHG	93.04	0.0%	7.86	0.9	801170	交通运输I	801175	高速公路II	547.82	0.0	中证1000,中证红利
441	华能国际	600011.XSHG	952.87	0.0%	19.69	1.23	801160	公用事业I	801161	电力II	546.8	0.0	沪深300,300价值,中证红利
442	吉祥航空	603885.XSHG	267.79	0.0%	25.89	2.14	801170	交通运输I	801173	航空运输II	545.81	0.0	中证500
443	马钢股份	600808.XSHG	209.46	0.0%	11.48	0.77	801040	钢铁I	801041	钢铁II	543.3	0.0	中证500
444	联美控股	600167.XSHG	271.14	0.0%	18.06	4.03	801160	公用事业I	801161	电力II	543.3	0.0	中证500
445	北方导航	600435.XSHG	117.06	0.0%	235.77	5.5	801740	国防军工I	801743	地面兵装II	540.8	0.0	中证500
446	贝达药业	300558.XSHE	258.6	0.0%	118.84	10.91	801150	医药生物I	801151	化学制药II	540.08	0.0	中证1000,创业板,全指医药
447	信维通信	300136.XSHE	388.13	0.0%	40.7	8.62	801080	电子I	801085	电子制造II	539.63	0.0	沪深300,创业板
448	立讯精密	002475.XSHE	1792.99	0.0%	45.36	9.79	801080	电子I	801085	电子制造II	538.74	0.0	沪深300,基本面120
449	通威股份	600438.XSHG	531.53	0.0%	20.42	3.25	801730	电气设备I	801733	电源设备II	538.65	0.0	沪深300,中证环保
450	三一重工	600031.XSHG	1266.79	0.0%	12.19	2.97	801890	机械设备I	801074	专用设备II	538.62	0.0	上证50,沪深300
451	海能达	002583.XSHE	164.09	0.0%	36.13	2.65	801770	通信I	801102	通信设备II	538.3	0.0	中证500
452	数知科技	300038.XSHE	97.61	0.0%	16.8	0.89	801760	传媒I	801751	营销传播II	535.13	0.0	中证1000,创业板,中证传媒
453	华菱钢铁	000932.XSHE	190.83	0.0%	4.45	0.92	801040	钢铁I	801041	钢铁II	532.95	0.0	基本面60,基本面120,中证500
454	天顺风能	002531.XSHE	104.43	0.0%	15.87	1.85	801730	电气设备I	801733	电源设备II	529.82	0.0	中证1000,中证环保
455	中国动力	600482.XSHG	355.1	0.0%	33.55	1.36	801740	国防军工I	801744	船舶制造II	528.63	0.0	沪深300,中证环保
456	卧龙电驱	600580.XSHG	129.83	0.0%	12.96	1.94	801730	电气设备I	801731	电机II	528.28	0.0	中证500
457	当升科技	300073.XSHE	92.98	0.0%	28.13	2.69	801030	化工I	801034	化学制品II	525.22	0.0	中证1000,创业板,中证环保
458	上海贝岭	600171.XSHG	102.13	0.0%	58.5	3.47	801080	电子I	801081	半导体II	523.27	0.0	中证500
459	万和电气	002543.XSHE	68.19	0.0%	12.05	1.96	801110	家用电器I	801111	白色家电II	521.91	0.0	中证1000,中证红利
460	海南橡胶	601118.XSHG	196.0	0.0%	-146.94	2.02	801010	农林牧渔I	801016	种植业II	520.77	0.0	中证500
461	中远海能	600026.XSHG	228.21	0.0%	23.8	0.81	801170	交通运输I	801176	航运II	520.77	0.0	中证500
462	中国核电	601985.XSHG	750.25	0.0%	16.24	1.56	801160	公用事业I	801161	电力II	520.07	0.0	沪深300,中证环保
463	塔牌集团	002233.XSHE	130.43	0.0%	8.54	1.43	801710	建筑材料I	801711	水泥制造II	516.52	0.0	基本面120,中证500
464	中国银河	601881.XSHG	1098.88	0.0%	22.53	1.58	801790	非银金融I	801193	证券II	516.05	0.0	沪深300,证券公司,金融地产
465	德展健康	000813.XSHE	135.61	0.0%	25.18	2.42	801150	医药生物I	801151	化学制药II	514.73	0.0	中证500,全指医药
466	华能水电	600025.XSHG	783.0	0.0%	9.3	1.69	801160	公用事业I	801161	电力II	512.26	0.0	沪深300,300价值,中证环保
467	瀚蓝环境	600323.XSHG	128.81	0.0%	14.84	2.01	801160	公用事业I	801162	环保工程及服务II	512.24	0.0	中证1000,中证环保
468	信邦制药	002390.XSHE	89.53	0.0%	-6.58	1.83	801150	医药生物I	801155	中药II	511.7	0.0	中证500,全指医药
469	和邦生物	603077.XSHG	127.17	0.0%	33.5	1.14	801030	化工I	801033	化学原料II	508.25	0.0	中证500
470	中国一重	601106.XSHG	191.33	0.0%	246.33	1.74	801890	机械设备I	801074	专用设备II	508.25	0.0	中证500
471	景旺电子	603228.XSHG	256.97	0.0%	31.93	4.94	801080	电子I	801083	元件II	508.25	0.0	中证500
472	海王生物	000078.XSHE	89.78	0.0%	25.77	1.41	801150	医药生物I	801154	医药商业II	507.6	0.0	中证500,全指医药
473	中源协和	600645.XSHG	80.26	0.0%	-44.15	2.4	801150	医药生物I	801152	生物制品II	507.07	0.0	中证500,全指医药
474	中科三环	000970.XSHE	97.25	0.0%	44.89	2.15	801050	有色金属I	801051	金属非金属新材料II	505.75	0.0	中证500
475	新钢股份	600782.XSHG	154.33	0.0%	3.35	0.74	801040	钢铁I	801041	钢铁II	505.75	0.0	中证500
476	招商蛇口	001979.XSHE	1474.39	0.0%	12.23	2.26	801180	房地产I	801181	房地产开发II	504.05	0.0	沪深300,300价值,基本面60,基本面120,金融地产
477	大参林	603233.XSHG	260.01	0.0%	38.59	7.75	801150	医药生物I	801154	医药商业II	501.0	0.0	中证500,全指医药
478	闰土股份	002440.XSHE	126.67	0.0%	9.22	1.49	801030	化工I	801034	化学制品II	498.24	0.0	中证500
479	内蒙华电	600863.XSHG	155.09	0.0%	12.35	1.34	801160	公用事业I	801161	电力II	498.24	0.0	中证500
480	三聚环保	300072.XSHE	134.64	0.0%	-20.22	1.45	801030	化工I	801034	化学制品II	496.05	0.0	沪深300,创业板,中证环保
481	思源电气	002028.XSHE	102.4	0.0%	22.01	2.08	801730	电气设备I	801734	高低压设备II	495.73	0.0	中证500
482	唐山港	601000.XSHG	148.74	0.0%	8.46	0.9	801170	交通运输I	801171	港口II	495.73	0.0	中证500
483	海信电器	600060.XSHG	126.27	0.0%	39.26	0.89	801110	家用电器I	801112	视听器材II	495.73	0.0	中证500
484	建发股份	600153.XSHG	235.61	0.0%	4.93	0.84	801170	交通运输I	801178	物流II	495.71	0.0	沪深300,300价值,中证红利
485	城投控股	600649.XSHG	140.14	0.0%	21.75	0.73	801180	房地产I	801181	房地产开发II	494.2	0.0	中证500,金融地产
486	太阳能	000591.XSHE	102.24	0.0%	10.64	0.77	801160	公用事业I	801161	电力II	493.52	0.0	中证1000,中证环保
487	我武生物	300357.XSHE	233.88	0.0%	80.61	19.18	801150	医药生物I	801152	生物制品II	492.43	0.0	中证1000,创业板,全指医药
488	深圳能源	000027.XSHE	241.04	0.0%	13.39	1.01	801160	公用事业I	801161	电力II	491.72	0.0	基本面60,基本面120,中证500
489	上海电气	601727.XSHG	710.65	0.0%	23.23	1.15	801730	电气设备I	801733	电源设备II	490.19	0.0	沪深300,中证环保
490	江苏银行	600919.XSHG	808.11	0.0%	5.5	0.75	801780	银行I	801192	银行II	489.74	0.0	沪深300,300价值,金融地产
491	马应龙	600993.XSHG	74.27	0.0%	21.29	2.98	801150	医药生物I	801155	中药II	489.23	0.0	中证500,全指医药
492	南洋股份	002212.XSHE	190.8	0.0%	54.82	2.27	801750	计算机I	801222	计算机应用II	488.22	0.0	中证500
493	华邦健康	002004.XSHE	92.86	0.0%	17.51	1.02	801030	化工I	801034	化学制品II	488.22	0.0	中证500
494	高德红外	002414.XSHE	189.71	0.0%	70.31	5.35	801080	电子I	801082	其他电子II	488.22	0.0	中证500
495	中际旭创	300308.XSHE	318.98	0.0%	63.86	4.73	801770	通信I	801102	通信设备II	487.8	0.0	中证500,创业板
496	航发控制	000738.XSHE	149.16	0.0%	53.59	2.68	801740	国防军工I	801742	航空装备II	485.72	0.0	中证500
497	中牧股份	600195.XSHG	102.77	0.0%	29.41	2.48	801010	农林牧渔I	801018	动物保健II	485.66	0.0	中证500,全指医药
498	中材科技	002080.XSHE	159.93	0.0%	13.24	1.55	801030	化工I	801034	化学制品II	485.01	0.0	中证1000,中证环保
499	滨江集团	002244.XSHE	141.26	0.0%	10.3	0.89	801180	房地产I	801181	房地产开发II	482.65	0.0	基本面120,中证500,金融地产
500	万华化学	600309.XSHG	1538.48	0.0%	31.08	3.81	801030	化工I	801034	化学制品II	481.92	0.0	上证50,沪深300
501	中国西电	601179.XSHG	181.46	0.0%	29.81	0.92	801730	电气设备I	801734	高低压设备II	480.71	0.0	中证500
502	西南证券	600369.XSHG	246.13	0.0%	40.9	1.28	801790	非银金融I	801193	证券II	476.29	0.0	沪深300,证券公司,金融地产
503	东莞控股	000828.XSHE	81.39	0.0%	6.95	1.17	801170	交通运输I	801175	高速公路II	475.18	0.0	中证1000,中证红利
504	桂冠电力	600236.XSHG	386.24	0.0%	16.51	2.66	801160	公用事业I	801161	电力II	473.88	0.0	中证环保
505	万向钱潮	000559.XSHE	142.34	0.0%	25.49	2.8	801880	汽车I	801093	汽车零部件II	469.53	0.0	基本面120,中证500
506	华夏银行	600015.XSHG	1144.81	0.0%	5.3	0.57	801780	银行I	801192	银行II	468.35	0.0	沪深300,300价值,金融地产
507	新奥股份	600803.XSHG	122.94	0.0%	9.02	1.32	801030	化工I	801034	化学制品II	467.1	0.0	中证1000,中证环保
508	深科技	000021.XSHE	147.57	0.0%	40.8	2.28	801080	电子I	801085	电子制造II	465.69	0.0	中证500
509	百联股份	600827.XSHG	156.83	0.0%	17.65	0.88	801200	商业贸易I	801203	一般零售II	465.69	0.0	中证500
510	中粮科技	000930.XSHE	115.29	0.0%	34.75	1.2	801010	农林牧渔I	801012	农产品加工II	465.69	0.0	中证500
511	华远地产	600743.XSHG	57.95	0.0%	7.65	0.74	801180	房地产I	801181	房地产开发II	464.06	0.0	中证红利
512	四川路桥	600039.XSHG	116.62	0.0%	7.98	0.8	801720	建筑装饰I	801723	基础建设II	463.18	0.0	中证500
513	金钼股份	601958.XSHG	231.35	0.0%	38.51	1.75	801050	有色金属I	801054	稀有金属II	460.68	0.0	中证500
514	云铝股份	000807.XSHE	118.09	0.0%	-9.19	1.38	801050	有色金属I	801055	工业金属II	460.68	0.0	中证500
515	际华集团	601718.XSHG	137.9	0.0%	-70.9	0.77	801130	纺织服装I	801132	服装家纺II	460.68	0.0	中证500
516	顾家家居	603816.XSHG	240.18	0.0%	21.43	4.71	801140	轻工制造I	801142	家用轻工II	460.68	0.0	中证500
517	电广传媒	000917.XSHE	85.34	0.0%	29.31	0.82	801760	传媒I	801761	文化传媒II	458.79	0.0	中证1000,中证传媒
518	三友化工	600409.XSHG	116.22	0.0%	20.39	1.05	801030	化工I	801033	化学原料II	458.18	0.0	中证500
519	九阳股份	002242.XSHE	178.09	0.0%	22.18	5.05	801110	家用电器I	801111	白色家电II	458.18	0.0	中证500
520	中山公用	000685.XSHE	115.35	0.0%	13.69	0.89	801160	公用事业I	801164	水务II	458.18	0.0	中证500
521	绿色动力	601330.XSHG	119.14	0.0%	36.56	3.72	801160	公用事业I	801162	环保工程及服务II	458.16	0.0	中证1000,中证环保
522	金科文化	300459.XSHE	100.28	0.0%	13.79	1.41	801760	传媒I	801752	互联网传媒II	457.75	0.0	中证500,创业板,中证传媒
523	东易日盛	002713.XSHE	26.64	0.0%	76.02	3.16	801720	建筑装饰I	801722	装修装饰II	456.76	0.0	中证红利
524	新潮能源	600777.XSHG	137.37	0.0%	14.45	0.84	801020	采掘I	801023	石油开采II	455.67	0.0	中证500
525	林洋能源	601222.XSHG	77.51	0.0%	9.69	0.8	801730	电气设备I	801732	电气自动化设备II	454.73	0.0	中证1000,中证环保
526	中化国际	600500.XSHG	136.48	0.0%	19.71	1.18	801030	化工I	801034	化学制品II	450.67	0.0	中证500
527	光明乳业	600597.XSHG	137.75	0.0%	35.62	2.51	801120	食品饮料I	801124	食品加工II	450.67	0.0	中证500
528	神州高铁	000008.XSHE	97.88	0.0%	27.97	1.36	801890	机械设备I	801076	运输设备II	450.67	0.0	中证500
529	中青旅	600138.XSHG	85.41	0.0%	14.34	1.3	801210	休闲服务I	801214	旅游综合II	448.16	0.0	中证500
530	药明康德	603259.XSHG	1454.38	0.0%	69.35	8.44	801150	医药生物I	801156	医疗服务II	447.39	0.0	上证50,沪深300,全指医药
531	重庆百货	600729.XSHG	111.96	0.0%	11.58	1.8	801200	商业贸易I	801203	一般零售II	445.66	0.0	中证500
532	中体产业	600158.XSHG	78.3	0.0%	108.34	4.59	801760	传媒I	801761	文化传媒II	443.18	0.0	中证500,金融地产
533	华峰氨纶	002064.XSHE	96.25	0.0%	21.7	2.34	801030	化工I	801032	化学纤维II	443.16	0.0	中证500
534	贵州百灵	002424.XSHE	118.82	0.0%	24.63	2.93	801150	医药生物I	801155	中药II	442.86	0.0	中证500,全指医药
535	海尔智家	600690.XSHG	1086.04	0.0%	12.0	2.47	801110	家用电器I	801111	白色家电II	439.28	0.0	上证50,沪深300,300价值
536	天山股份	000877.XSHE	112.21	0.0%	6.77	1.22	801710	建筑材料I	801711	水泥制造II	438.15	0.0	中证500
537	洲明科技	300232.XSHE	74.55	0.0%	15.17	2.78	801080	电子I	801084	光学光电子II	437.79	0.0	中证1000,中证环保
538	天健集团	000090.XSHE	93.8	0.0%	10.95	1.35	801180	房地产I	801181	房地产开发II	435.64	0.0	中证500
539	北大荒	600598.XSHG	164.97	0.0%	16.92	2.44	801010	农林牧渔I	801016	种植业II	435.64	0.0	中证500
540	东方园林	002310.XSHE	121.92	0.0%	-46.07	1.05	801720	建筑装饰I	801725	园林工程II	435.33	0.0	沪深300,中证环保
541	浙商证券	601878.XSHG	283.67	0.0%	32.09	2.01	801790	非银金融I	801193	证券II	434.85	0.0	沪深300,证券公司,金融地产
542	多氟多	002407.XSHE	80.36	0.0%	-1621.44	2.34	801030	化工I	801034	化学制品II	433.14	0.0	中证500
543	柳工	000528.XSHE	95.36	0.0%	9.97	0.94	801890	机械设备I	801074	专用设备II	433.14	0.0	中证500
544	中国中车	601766.XSHG	1974.48	0.0%	16.2	1.49	801890	机械设备I	801076	运输设备II	430.43	0.0	上证50,沪深300
545	中材国际	600970.XSHG	110.46	0.0%	7.32	1.13	801720	建筑装饰I	801724	专业工程II	428.13	0.0	中证500
546	海航基础	600515.XSHG	150.83	0.0%	12.51	0.49	801180	房地产I	801181	房地产开发II	427.02	0.0	中证500,金融地产
547	齐翔腾达	002408.XSHE	129.77	0.0%	19.39	1.71	801030	化工I	801034	化学制品II	425.63	0.0	中证500
548	郑煤机	601717.XSHG	105.85	0.0%	8.77	0.86	801880	汽车I	801093	汽车零部件II	425.63	0.0	中证500
549	苏交科	300284.XSHE	78.49	0.0%	11.53	1.74	801720	建筑装饰I	801723	基础建设II	423.29	0.0	中证1000,中证环保
550	酒钢宏兴	600307.XSHG	127.15	0.0%	10.0	1.07	801040	钢铁I	801041	钢铁II	423.13	0.0	中证500
551	浙江东方	600120.XSHG	129.38	0.0%	17.19	1.2	801790	非银金融I	801191	多元金融II	423.13	0.0	中证500
552	江淮汽车	600418.XSHG	92.77	0.0%	-13.02	0.71	801880	汽车I	801094	汽车整车II	420.62	0.0	中证500
553	岭南股份	002717.XSHE	67.33	0.0%	13.17	1.45	801720	建筑装饰I	801725	园林工程II	420.01	0.0	中证1000,中证环保
554	裕同科技	002831.XSHE	209.28	0.0%	20.69	3.49	801140	轻工制造I	801141	包装印刷II	418.12	0.0	中证500
555	世茂股份	600823.XSHG	148.55	0.0%	6.02	0.61	801180	房地产I	801181	房地产开发II	413.58	0.0	中证500,金融地产
556	怡亚通	002183.XSHE	85.33	0.0%	-71.59	1.42	801170	交通运输I	801178	物流II	413.18	0.0	基本面120,中证500
557	天津港	600717.XSHG	122.79	0.0%	19.58	0.74	801170	交通运输I	801171	港口II	413.11	0.0	中证500
558	阳泉煤业	600348.XSHG	124.58	0.0%	5.76	0.71	801020	采掘I	801021	煤炭开采II	413.11	0.0	中证500
559	宁波华翔	002048.XSHE	89.11	0.0%	9.93	1.0	801880	汽车I	801093	汽车零部件II	413.11	0.0	中证500
560	海天味业	603288.XSHG	2883.45	0.0%	56.89	19.14	801120	食品饮料I	801124	食品加工II	411.18	0.0	沪深300
561	长园集团	600525.XSHG	78.63	0.0%	-4.68	1.7	801730	电气设备I	801732	电气自动化设备II	410.61	0.0	中证500
562	外高桥	600648.XSHG	190.17	0.0%	20.96	1.78	801180	房地产I	801182	园区开发II	408.1	0.0	中证500
563	中信重工	601608.XSHG	156.22	0.0%	116.85	2.16	801890	机械设备I	801074	专用设备II	408.1	0.0	中证500
564	鸿达兴业	002002.XSHE	103.03	0.0%	23.79	1.57	801030	化工I	801033	化学原料II	408.1	0.0	中证500
565	大连港	601880.XSHG	260.47	0.0%	41.86	1.4	801170	交通运输I	801171	港口II	408.1	0.0	中证500
566	皖新传媒	601801.XSHG	103.64	0.0%	17.12	1.01	801760	传媒I	801761	文化传媒II	407.22	0.0	中证500,中证传媒
567	泰禾集团	000732.XSHE	144.85	0.0%	4.48	0.66	801180	房地产I	801181	房地产开发II	406.03	0.0	基本面120,中证500,金融地产
568	中信建投	601066.XSHG	1731.14	0.0%	36.66	3.82	801790	非银金融I	801193	证券II	405.61	0.0	上证50,沪深300,证券公司,金融地产
569	联络互动	002280.XSHE	84.91	0.0%	-10.76	1.6	801750	计算机I	801222	计算机应用II	405.6	0.0	中证500
570	中兴通讯	000063.XSHE	1296.42	0.0%	29.44	4.67	801770	通信I	801102	通信设备II	405.45	0.0	沪深300,基本面60,基本面120
571	京运通	601908.XSHG	57.8	0.0%	41.43	0.83	801730	电气设备I	801733	电源设备II	404.97	0.0	中证1000,中证环保
572	旋极信息	300324.XSHE	88.75	0.0%	-117.35	1.69	801750	计算机I	801222	计算机应用II	403.12	0.0	中证500,创业板
573	东方盛虹	000301.XSHE	201.45	0.0%	16.06	1.5	801030	化工I	801032	化学纤维II	400.59	0.0	中证500
574	苏宁环球	000718.XSHE	111.37	0.0%	8.92	1.43	801180	房地产I	801181	房地产开发II	399.5	0.0	基本面120,中证500,金融地产
575	华灿光电	300323.XSHE	57.01	0.0%	-5.89	1.1	801080	电子I	801084	光学光电子II	399.49	0.0	中证1000,创业板,中证环保
576	中金环境	300145.XSHE	61.17	0.0%	23.4	1.19	801890	机械设备I	801072	通用机械II	398.39	0.0	中证1000,创业板,中证环保
577	湖南黄金	002155.XSHE	86.79	0.0%	45.05	1.77	801050	有色金属I	801053	黄金II	398.09	0.0	中证500
578	奥瑞金	002701.XSHE	98.68	0.0%	46.94	1.7	801140	轻工制造I	801141	包装印刷II	398.09	0.0	中证500
579	雅化集团	002497.XSHE	57.71	0.0%	52.0	2.1	801030	化工I	801034	化学制品II	394.98	0.0	中证1000,中证环保
580	皖通高速	600012.XSHG	93.88	0.0%	8.41	0.89	801170	交通运输I	801175	高速公路II	392.07	0.0	中证1000,中证红利
581	嘉泽新能	601619.XSHG	73.07	0.0%	28.4	2.61	801160	公用事业I	801161	电力II	391.25	0.0	中证1000,中证环保
582	爱康科技	002610.XSHE	69.58	0.0%	147.75	1.17	801160	公用事业I	801161	电力II	390.74	0.0	中证1000,中证环保
583	拓普集团	601689.XSHG	146.43	0.0%	30.92	2.02	801880	汽车I	801093	汽车零部件II	390.58	0.0	中证500
584	中鼎股份	000887.XSHE	99.62	0.0%	14.95	1.16	801880	汽车I	801093	汽车零部件II	390.58	0.0	中证500
585	号百控股	600640.XSHG	158.66	0.0%	95.69	3.54	801760	传媒I	801752	互联网传媒II	388.07	0.0	中证500
586	步长制药	603858.XSHG	227.29	0.0%	11.24	1.74	801150	医药生物I	801155	中药II	387.85	0.0	沪深300,全指医药
587	神州泰岳	300002.XSHE	61.38	0.0%	-97.72	1.25	801750	计算机I	801222	计算机应用II	384.18	0.0	中证500,创业板
588	首钢股份	000959.XSHE	181.43	0.0%	12.1	0.67	801040	钢铁I	801041	钢铁II	383.38	0.0	基本面60,基本面120,中证500
589	恺英网络	002517.XSHE	61.35	0.0%	-24.87	1.25	801760	传媒I	801752	互联网传媒II	383.14	0.0	中证500,中证传媒
590	上实发展	600748.XSHG	105.32	0.0%	13.09	1.02	801180	房地产I	801181	房地产开发II	381.24	0.0	中证500,金融地产
591	中利集团	002309.XSHE	52.05	0.0%	-15.98	0.6	801730	电气设备I	801733	电源设备II	380.08	0.0	中证1000,中证环保
592	常山北明	000158.XSHE	94.05	0.0%	50.14	1.59	801750	计算机I	801222	计算机应用II	378.06	0.0	中证500
593	江苏新能	603693.XSHG	61.24	0.0%	27.49	1.35	801160	公用事业I	801161	电力II	374.16	0.0	中证1000,中证环保
594	华东科技	000727.XSHE	95.57	0.0%	-7.9	1.2	801080	电子I	801084	光学光电子II	373.05	0.0	中证500
595	西部建设	002302.XSHE	139.62	0.0%	20.17	1.96	801710	建筑材料I	801713	其他建材II	370.55	0.0	中证500
596	中色股份	000758.XSHE	80.15	0.0%	-49.58	1.54	801050	有色金属I	801055	工业金属II	368.04	0.0	中证500
597	华侨城A	000069.XSHE	577.46	0.0%	5.02	0.93	801180	房地产I	801181	房地产开发II	365.86	0.0	沪深300,300价值,基本面60,基本面120,金融地产
598	胜利精密	002426.XSHE	79.15	0.0%	-5.67	1.05	801890	机械设备I	801072	通用机械II	365.54	0.0	中证500
599	中国核建	601611.XSHG	181.91	0.0%	14.27	1.9	801720	建筑装饰I	801723	基础建设II	363.04	0.0	中证500
600	洪都航空	600316.XSHG	90.93	0.0%	63.22	1.89	801740	国防军工I	801742	航空装备II	363.04	0.0	中证500
601	江中药业	600750.XSHG	62.63	0.0%	12.57	1.78	801150	医药生物I	801155	中药II	361.34	0.0	中证500,全指医药
602	皖能电力	000543.XSHE	105.64	0.0%	11.14	0.81	801160	公用事业I	801161	电力II	361.09	0.0	基本面120,中证500
603	美尚生态	300495.XSHE	73.9	0.0%	20.55	1.72	801720	建筑装饰I	801725	园林工程II	360.47	0.0	中证1000,中证环保
604	中新药业	600329.XSHG	101.95	0.0%	16.83	1.96	801150	医药生物I	801155	中药II	360.28	0.0	中证500,全指医药
605	聚光科技	300203.XSHE	69.6	0.0%	14.21	1.65	801160	公用事业I	801162	环保工程及服务II	359.33	0.0	中证1000,创业板,中证环保
606	蒙草生态	300355.XSHE	49.89	0.0%	10545.66	1.33	801720	建筑装饰I	801725	园林工程II	359.07	0.0	中证1000,中证环保
607	韶钢松山	000717.XSHE	107.91	0.0%	5.87	1.45	801040	钢铁I	801041	钢铁II	358.03	0.0	中证500
608	张家港行	002839.XSHE	101.4	0.0%	10.96	1.03	801780	银行I	801192	银行II	357.09	0.0	中证500,金融地产
609	跨境通	002640.XSHE	106.1	0.0%	21.32	1.32	801200	商业贸易I	801203	一般零售II	355.53	0.0	中证500
610	中航高科	600862.XSHG	134.85	0.0%	32.88	3.39	801740	国防军工I	801742	航空装备II	355.53	0.0	中证500
611	健帆生物	300529.XSHE	272.68	0.0%	53.05	13.81	801150	医药生物I	801153	医疗器械II	355.36	0.0	中证1000,创业板,全指医药
612	牧原股份	002714.XSHE	1944.63	0.0%	124.9	12.09	801010	农林牧渔I	801017	畜禽养殖II	353.29	0.0	沪深300,基本面120
613	巨星科技	002444.XSHE	104.94	0.0%	11.94	1.46	801890	机械设备I	801072	通用机械II	350.52	0.0	中证500
614	兴发集团	600141.XSHG	90.76	0.0%	29.1	1.2	801030	化工I	801034	化学制品II	350.52	0.0	中证500
615	福星股份	000926.XSHE	61.12	0.0%	7.02	0.55	801180	房地产I	801181	房地产开发II	346.4	0.0	中证500,金融地产
616	无锡银行	600908.XSHG	96.85	0.0%	8.12	0.9	801780	银行I	801192	银行II	343.66	0.0	中证500,金融地产
617	深振业A	000006.XSHE	69.52	0.0%	8.45	1.09	801180	房地产I	801181	房地产开发II	343.66	0.0	中证500,金融地产
618	上海机场	600009.XSHG	1454.08	0.0%	28.59	4.7	801170	交通运输I	801174	机场II	343.24	0.0	沪深300
619	日照港	600017.XSHG	87.04	0.0%	13.59	0.74	801170	交通运输I	801171	港口II	343.01	0.0	中证500
620	海航科技	600751.XSHG	84.37	0.0%	28.85	0.61	801080	电子I	801082	其他电子II	343.01	0.0	中证500
621	亿利洁能	600277.XSHG	113.94	0.0%	13.26	0.75	801030	化工I	801033	化学原料II	343.01	0.0	中证500
622	安洁科技	002635.XSHE	105.72	0.0%	23.38	1.58	801080	电子I	801085	电子制造II	340.5	0.0	中证500
623	滨化股份	601678.XSHG	73.98	0.0%	19.15	1.18	801030	化工I	801033	化学原料II	340.5	0.0	中证500
624	大富科技	300134.XSHE	103.84	0.0%	72.91	1.92	801770	通信I	801102	通信设备II	340.5	0.0	中证500
625	铁龙物流	600125.XSHG	74.02	0.0%	15.17	1.25	801170	交通运输I	801177	铁路运输II	338.0	0.0	中证500
626	中国联通	600050.XSHG	1744.09	0.0%	35.4	1.22	801770	通信I	801223	通信运营II	337.3	0.0	上证50,沪深300
627	三环集团	300408.XSHE	351.77	0.0%	33.37	4.82	801080	电子I	801083	元件II	336.59	0.0	沪深300,创业板
628	中兵红箭	000519.XSHE	102.35	0.0%	27.7	1.26	801740	国防军工I	801743	地面兵装II	335.5	0.0	中证500
629	上海梅林	600073.XSHG	72.39	0.0%	21.17	1.82	801120	食品饮料I	801124	食品加工II	335.5	0.0	中证500
630	科达洁能	600499.XSHG	62.77	0.0%	-9.56	1.31	801890	机械设备I	801074	专用设备II	335.5	0.0	中证500
631	江阴银行	002807.XSHE	94.7	0.0%	9.92	0.86	801780	银行I	801192	银行II	333.19	0.0	中证500,金融地产
632	王府井	600859.XSHG	99.2	0.0%	9.36	0.88	801200	商业贸易I	801203	一般零售II	332.99	0.0	中证500
633	淮河能源	600575.XSHG	100.65	0.0%	15.94	1.09	801170	交通运输I	801178	物流II	332.99	0.0	中证500
634	蓝帆医疗	002382.XSHE	118.29	0.0%	25.64	1.41	801150	医药生物I	801153	医疗器械II	332.27	0.0	中证500,全指医药
635	天地科技	600582.XSHG	125.4	0.0%	11.51	0.77	801890	机械设备I	801074	专用设备II	330.49	0.0	中证500
636	通鼎互联	002491.XSHE	85.66	0.0%	47.82	1.67	801770	通信I	801102	通信设备II	330.49	0.0	中证500
637	迪马股份	600565.XSHG	78.68	0.0%	6.5	0.96	801180	房地产I	801181	房地产开发II	327.72	0.0	中证500,金融地产
638	中国中铁	601390.XSHG	1378.43	0.0%	7.02	0.76	801720	建筑装饰I	801723	基础建设II	324.18	0.0	上证50,沪深300,300价值
639	中航重机	600765.XSHG	73.44	0.0%	22.42	1.53	801740	国防军工I	801742	航空装备II	322.98	0.0	中证500
640	迎驾贡酒	603198.XSHG	159.68	0.0%	18.12	3.62	801120	食品饮料I	801123	饮料制造II	322.98	0.0	中证500
641	新纶科技	002341.XSHE	60.61	0.0%	170.75	1.18	801030	化工I	801034	化学制品II	320.52	0.0	中证1000,中证环保
642	营口港	600317.XSHG	165.06	0.0%	12.94	1.36	801170	交通运输I	801171	港口II	320.47	0.0	中证500
643	西水股份	600291.XSHG	90.51	0.0%	-5.7	0.83	801790	非银金融I	801194	保险II	319.52	0.0	中证500,金融地产
644	中国石油	601857.XSHG	10212.57	0.0%	24.78	0.83	801020	采掘I	801023	石油开采II	318.98	0.0	上证50,沪深300,300价值
645	露天煤业	002128.XSHE	158.72	0.0%	6.74	1.01	801020	采掘I	801021	煤炭开采II	318.32	0.0	基本面120,中证500
646	七一二	603712.XSHG	161.89	0.0%	62.29	6.96	801770	通信I	801102	通信设备II	315.47	0.0	中证500
647	中国铁建	601186.XSHG	1314.5	0.0%	6.58	0.82	801720	建筑装饰I	801723	基础建设II	313.07	0.0	上证50,沪深300,300价值
