	code	name	market_cap
669	002635.XSHE	安洁科技	115.5843
670	002636.XSHE	金安国纪	71.1256
671	002638.XSHE	勤上股份	48.2942
672	002640.XSHE	跨境通	212.0494
673	002642.XSHE	荣之联	46.4429
674	002643.XSHE	万润股份	105.6413
675	002644.XSHE	佛慈制药	47.5932
676	002646.XSHE	青青稞酒	59.31
677	002647.XSHE	仁东控股	78.1112
678	002648.XSHE	卫星石化	187.5475
679	002649.XSHE	博彦科技	54.7038
680	002650.XSHE	加加食品	49.6512
681	002651.XSHE	利君股份	58.5063
682	002653.XSHE	海思科	148.4291
683	002656.XSHE	摩登大道	50.3039
684	002657.XSHE	中科金财	68.2242
685	002658.XSHE	雪迪龙	55.3475
686	002661.XSHE	克明面业	53.308
687	002662.XSHE	京威股份	76.35
688	002663.XSHE	普邦股份	66.9867
689	002664.XSHE	长鹰信质	63.9232
690	002665.XSHE	首航节能	123.3818
691	002668.XSHE	奥马电器	69.8168
692	002670.XSHE	国盛金控	253.1091
693	002672.XSHE	东江环保	116.7698
694	002673.XSHE	西部证券	412.1665
695	002675.XSHE	东诚药业	91.2118
696	002677.XSHE	浙江美大	90.4472
697	002681.XSHE	奋达科技	111.9027
698	002685.XSHE	华东重机	64.0891
699	002690.XSHE	美亚光电	174.0024
700	002695.XSHE	煌上煌	65.8284
701	002696.XSHE	百洋股份	34.5502
702	002697.XSHE	红旗连锁	79.152
703	002698.XSHE	博实股份	85.9624
704	002699.XSHE	美盛文化	80.4972
705	002701.XSHE	奥瑞金	141.3135
706	002703.XSHE	浙江世宝	51.169
707	002705.XSHE	新宝股份	105.7944
708	002707.XSHE	众信旅游	66.6718
709	002709.XSHE	天赐材料	103.9417
710	002711.XSHE	欧浦智网	53.4372
711	002712.XSHE	思美传媒	50.9715
712	002713.XSHE	东易日盛	50.6682
713	002714.XSHE	牧原股份	1424.8405
714	002716.XSHE	金贵银业	74.4371
715	002717.XSHE	岭南股份	96.3084
716	002721.XSHE	金一文化	59.4319
717	002726.XSHE	龙大肉食	76.1592
718	002727.XSHE	一心堂	150.7997
719	002733.XSHE	雄韬股份	101.1127
720	002736.XSHE	国信证券	1057.8
721	002737.XSHE	葵花药业	102.492
722	002742.XSHE	三圣股份	37.6272
723	002745.XSHE	木林森	189.5318
724	002746.XSHE	仙坛股份	77.5912
725	002747.XSHE	埃斯顿	87.7398
726	002751.XSHE	易尚展示	41.433
727	002752.XSHE	昇兴股份	62.9884
728	002756.XSHE	永兴特钢	60.012
729	002759.XSHE	天际股份	48.2024
730	002766.XSHE	索菱股份	27.3718
731	002768.XSHE	国恩股份	93.7169
732	002769.XSHE	普路通	45.4701
733	002770.XSHE	科迪乳业	42.4809
734	002772.XSHE	众兴菌业	30.5179
735	002773.XSHE	康弘药业	336.1622
736	002781.XSHE	奇信股份	38.9475
737	002782.XSHE	可立克	61.343999999999994
738	002788.XSHE	鹭燕医药	30.5298
739	002792.XSHE	通宇通讯	73.4014
740	002797.XSHE	第一创业	269.6848
741	002801.XSHE	微光股份	31.1475
742	002807.XSHE	江阴银行	115.6289
743	002812.XSHE	恩捷股份	263.0441
744	002815.XSHE	崇达技术	136.4942
745	002818.XSHE	富森美	115.9662
746	002821.XSHE	凯莱英	195.6496
747	002822.XSHE	中装建设	37.02
748	002826.XSHE	易明医药	23.051
749	002831.XSHE	裕同科技	210.1253
750	002833.XSHE	弘亚数控	60.9185
751	002839.XSHE	张家港行	124.9001
752	002840.XSHE	华统股份	49.1244
753	002847.XSHE	盐津铺子	34.224000000000004
754	002850.XSHE	科达利	50.211000000000006
755	002851.XSHE	麦格米特	97.6472
756	002852.XSHE	道道全	44.9106
757	002859.XSHE	洁美科技	93.1009
758	002864.XSHE	盘龙药业	29.7018
759	002867.XSHE	周大生	167.6322
760	002872.XSHE	天圣制药	34.821
761	002873.XSHE	新天药业	21.8384
762	002880.XSHE	卫光生物	51.3
763	002891.XSHE	中宠股份	34.39
764	002895.XSHE	川恒股份	54.9562
765	002898.XSHE	赛隆药业	26.128
766	002900.XSHE	哈三联	46.6352
767	002901.XSHE	大博医疗	138.1433
768	002906.XSHE	华阳集团	62.26
769	002907.XSHE	华森制药	84.9727
770	002911.XSHE	佛燃股份	98.8012
771	002912.XSHE	中新赛克	105.5247
772	002916.XSHE	深南电路	324.513
773	002918.XSHE	蒙娜丽莎	60.0203
774	002920.XSHE	德赛西威	168.685
775	002923.XSHE	润都股份	32.868
776	002925.XSHE	盈趣科技	217.2054
777	002926.XSHE	华西证券	296.8875
778	002928.XSHE	华夏航空	83.7446
779	002929.XSHE	润建通信	75.8484
780	002930.XSHE	宏川智慧	65.4598
781	002932.XSHE	明德生物	32.9996
782	300001.XSHE	特锐德	208.8912
783	300002.XSHE	神州泰岳	93.9363
784	300003.XSHE	乐普医疗	473.0289
785	300005.XSHE	探路者	40.3756
786	300006.XSHE	莱美药业	57.994
787	300007.XSHE	汉威科技	43.2502
788	300008.XSHE	天海防务	39.0727
789	300009.XSHE	安科生物	169.1015
790	300010.XSHE	立思辰	88.5691
791	300011.XSHE	鼎汉技术	42.0664
792	300012.XSHE	华测检测	150.1723
793	300014.XSHE	亿纬锂能	227.472
794	300015.XSHE	爱尔眼科	781.7487
795	300016.XSHE	北陆药业	46.6496
796	300017.XSHE	网宿科技	317.7261
797	300020.XSHE	银江股份	65.3822
798	300021.XSHE	大禹节水	62.9915
799	300024.XSHE	机器人	282.4034
800	300026.XSHE	红日药业	108.398
801	300027.XSHE	华谊兄弟	155.9585
802	300031.XSHE	宝通科技	57.452
803	300033.XSHE	同花顺	558.5664
804	300034.XSHE	钢研高纳	63.4357
805	300036.XSHE	超图软件	79.8378
806	300037.XSHE	新宙邦	97.0868
807	300038.XSHE	数知科技	139.3302
808	300039.XSHE	上海凯宝	55.5034
809	300044.XSHE	赛为智能	64.0059
810	300045.XSHE	华力创通	66.1014
811	300047.XSHE	天源迪科	64.1727
812	300048.XSHE	合康新能	36.7685
813	300049.XSHE	福瑞股份	30.4615
814	300050.XSHE	世纪鼎利	37.213
815	300053.XSHE	欧比特	82.0823
816	300054.XSHE	鼎龙股份	91.8852
817	300055.XSHE	万邦达	73.1946
818	300058.XSHE	蓝色光标	125.8958
819	300059.XSHE	东方财富	1006.2264
820	300061.XSHE	康旗股份	61.6688
821	300064.XSHE	豫金刚石	67.2656
822	300065.XSHE	海兰信	69.123
823	300066.XSHE	三川智慧	48.3615
824	300068.XSHE	南都电源	154.5287
825	300070.XSHE	碧水源	288.9018
826	300072.XSHE	三聚环保	237.1658
827	300073.XSHE	当升科技	115.9499
828	300075.XSHE	数字政通	56.8103
829	300077.XSHE	国民技术	51.4121
830	300078.XSHE	思创医惠	84.3432
831	300079.XSHE	数码科技	101.7841
832	300083.XSHE	劲胜智能	56.0927
833	300085.XSHE	银之杰	128.2553
834	300086.XSHE	康芝药业	31.41
835	300088.XSHE	长信科技	137.9328
836	300091.XSHE	金通灵	81.5665
837	300094.XSHE	国联水产	57.2465
838	300096.XSHE	易联众	53.148
839	300097.XSHE	智云股份	38.0886
840	300098.XSHE	高新兴	181.3899
841	300100.XSHE	双林股份	48.295
842	300101.XSHE	振芯科技	68.5204
843	300102.XSHE	乾照光电	48.2134
844	300109.XSHE	新开源	42.6937
845	300110.XSHE	华仁药业	86.8927
846	300113.XSHE	顺网科技	131.3591
847	300114.XSHE	中航电测	59.6077
848	300115.XSHE	长盈精密	119.2827
849	300118.XSHE	东方日升	95.85600000000001
850	300119.XSHE	瑞普生物	69.8156
851	300122.XSHE	智飞生物	708.16
852	300123.XSHE	亚光科技	71.094
853	300124.XSHE	汇川技术	452.5529
854	300128.XSHE	锦富技术	53.6117
855	300130.XSHE	新国都	78.9965
856	300131.XSHE	英唐智控	66.0967
857	300133.XSHE	华策影视	138.493
858	300134.XSHE	大富科技	112.899
859	300136.XSHE	信维通信	277.0691
860	300137.XSHE	先河环保	55.8747
861	300138.XSHE	晨光生物	37.141
862	300140.XSHE	中环装备	47.8513
863	300142.XSHE	沃森生物	398.5037
864	300143.XSHE	星普医科	48.1158
865	300144.XSHE	宋城演艺	324.2221
866	300145.XSHE	中金环境	79.0533
867	300146.XSHE	汤臣倍健	294.6449
868	300147.XSHE	香雪制药	52.9181
869	300148.XSHE	天舟文化	42.2467
870	300149.XSHE	量子生物	85.06200000000001
871	300156.XSHE	神雾环保	40.199
872	300157.XSHE	恒泰艾普	39.6647
873	300158.XSHE	振东制药	53.9255
874	300159.XSHE	新研股份	91.3591
875	300160.XSHE	秀强股份	25.4377
876	300166.XSHE	东方国信	152.0563
877	300168.XSHE	万达信息	177.6711
878	300170.XSHE	汉得信息	146.7174
879	300171.XSHE	东富龙	67.0436
880	300172.XSHE	中电环保	32.9508
881	300173.XSHE	智慧松德	39.6844
882	300176.XSHE	派生科技	82.9943
883	300177.XSHE	中海达	64.4015
884	300178.XSHE	腾邦国际	62.144
885	300180.XSHE	华峰超纤	187.1857
886	300181.XSHE	佐力药业	40.7779
887	300182.XSHE	捷成股份	159.6476
888	300183.XSHE	东软载波	71.1232
889	300184.XSHE	力源信息	79.2883
890	300185.XSHE	通裕重工	73.1975
891	300188.XSHE	美亚柏科	152.3694
892	300189.XSHE	神农基因	40.5504
893	300191.XSHE	潜能恒信	62.784
894	300194.XSHE	福安药业	100.1738
895	300197.XSHE	铁汉生态	101.3246
896	300198.XSHE	纳川股份	40.2304
897	300199.XSHE	翰宇药业	94.6832
898	300202.XSHE	聚龙股份	49.84
899	300203.XSHE	聚光科技	124.4875
900	300204.XSHE	舒泰神	81.6596
901	300205.XSHE	天喻信息	60.2939
902	300207.XSHE	欣旺达	206.6244
903	300208.XSHE	青岛中程	59.0985
904	300209.XSHE	天泽信息	38.9771
905	300212.XSHE	易华录	147.6809
906	300213.XSHE	佳讯飞鸿	47.9511
907	300215.XSHE	电科院	53.0826
908	300219.XSHE	鸿利智汇	60.0109
909	300221.XSHE	银禧科技	42.0305
910	300222.XSHE	科大智能	120.7403
911	300223.XSHE	北京君正	55.4836
912	300224.XSHE	正海磁材	55.4466
913	300226.XSHE	上海钢联	123.1095
914	300228.XSHE	富瑞特装	36.8116
915	300229.XSHE	拓尔思	59.3211
916	300231.XSHE	银信科技	36.7385
917	300232.XSHE	洲明科技	102.6897
918	300233.XSHE	金城医药	77.0578
919	300236.XSHE	上海新阳	71.7128
920	300237.XSHE	美晨生态	68.4397
921	300238.XSHE	冠昊生物	42.9817
922	300242.XSHE	佳云科技	31.5374
923	300244.XSHE	迪安诊断	129.8619
924	300245.XSHE	天玑科技	33.6026
925	300248.XSHE	新开普	45.2227
926	300251.XSHE	光线传媒	247.8899
927	300252.XSHE	金信诺	75.8079
928	300253.XSHE	卫宁健康	234.2723
929	300255.XSHE	常山药业	74.4234
930	300256.XSHE	星星科技	41.483000000000004
931	300257.XSHE	开山股份	116.9454
932	300262.XSHE	巴安水务	59.2385
933	300263.XSHE	隆华科技	57.0101
934	300266.XSHE	兴源环境	86.0437
935	300267.XSHE	尔康制药	147.6825
936	300269.XSHE	联建光电	35.8627
937	300271.XSHE	华宇软件	161.8384
938	300273.XSHE	和佳股份	52.045
939	300274.XSHE	阳光电源	174.9177
940	300276.XSHE	三丰智能	79.1859
941	300278.XSHE	华昌达	47.7574
942	300284.XSHE	苏交科	96.8977
943	300285.XSHE	国瓷材料	144.5012
944	300287.XSHE	飞利信	72.3378
945	300288.XSHE	朗玛信息	53.5299
946	300289.XSHE	利德曼	32.5894
947	300291.XSHE	华录百纳	52.2413
948	300292.XSHE	吴通控股	58.0057
949	300294.XSHE	博雅生物	132.9007
950	300296.XSHE	利亚德	242.3361
951	300297.XSHE	蓝盾股份	95.0092
952	300298.XSHE	三诺生物	72.4168
953	300299.XSHE	富春股份	41.9826
954	300300.XSHE	汉鼎宇佑	83.411
955	300302.XSHE	同有科技	46.5756
956	300303.XSHE	聚飞光电	46.5789
957	300304.XSHE	云意电气	41.3405
958	300307.XSHE	慈星股份	51.729
959	300308.XSHE	中际旭创	265.8783
960	300309.XSHE	吉艾科技	70.8324
961	300310.XSHE	宜通世纪	55.9642
962	300311.XSHE	任子行	57.907
963	300314.XSHE	戴维医疗	28.4832
964	300315.XSHE	掌趣科技	114.7113
965	300316.XSHE	晶盛机电	172.1402
966	300317.XSHE	珈伟新能	51.2239
967	300322.XSHE	硕贝德	66.6696
968	300323.XSHE	华灿光电	85.1546
969	300324.XSHE	旋极信息	130.8764
970	300326.XSHE	凯利泰	79.5871
971	300328.XSHE	宜安科技	49.7105
972	300332.XSHE	天壕环境	47.8829
973	300336.XSHE	新文化	43.4558
974	300339.XSHE	润和软件	107.1173
975	300343.XSHE	联创互联	52.3362
976	300347.XSHE	泰格医药	325.3648
977	300348.XSHE	长亮科技	82.6236
978	300349.XSHE	金卡智能	94.3271
979	300350.XSHE	华鹏飞	35.8497
980	300352.XSHE	北信源	82.205
981	300353.XSHE	东土科技	65.8579
982	300355.XSHE	蒙草生态	82.7789
983	300357.XSHE	我武生物	128.569
984	300358.XSHE	楚天科技	43.102
985	300359.XSHE	全通教育	52.2228
986	300362.XSHE	天翔环境	23.598000000000003
987	300363.XSHE	博腾股份	56.8799
988	300364.XSHE	中文在线	48.5587
989	300365.XSHE	恒华科技	99.6559
990	300366.XSHE	创意信息	47.2493
991	300367.XSHE	东方网力	99.8962
992	300368.XSHE	汇金股份	47.7685
993	300369.XSHE	绿盟科技	101.8785
994	300373.XSHE	扬杰科技	81.607
995	300376.XSHE	易事特	130.8272
996	300377.XSHE	赢时胜	104.5038
997	300378.XSHE	鼎捷软件	52.3498
998	300379.XSHE	东方通	63.0247
999	300383.XSHE	光环新网	266.5179
1000	300386.XSHE	飞天诚信	60.7
1001	300388.XSHE	国祯环保	56.4573
1002	300393.XSHE	中来股份	49.9341
1003	300396.XSHE	迪瑞医疗	48.8849
1004	300398.XSHE	飞凯材料	79.2457
1005	300401.XSHE	花园生物	70.2157
1006	300406.XSHE	九强生物	82.243
1007	300408.XSHE	三环集团	366.2386
1008	300409.XSHE	道氏技术	76.101
1009	300410.XSHE	正业科技	42.3612
1010	300413.XSHE	芒果超媒	413.8298
1011	300418.XSHE	昆仑万维	180.8556
1012	300424.XSHE	航新科技	45.111000000000004
1013	300426.XSHE	唐德影视	34.8861
1014	300429.XSHE	强力新材	77.2338
1015	300431.XSHE	暴风集团	33.4797
1016	300432.XSHE	富临精工	35.7066
1017	300433.XSHE	蓝思科技	316.5014
1018	300434.XSHE	金石东方	41.5805
1019	300436.XSHE	广生堂	38.9885
1020	300438.XSHE	鹏辉能源	62.4157
1021	300439.XSHE	美康生物	56.7052
1022	300440.XSHE	运达科技	36.288000000000004
1023	300441.XSHE	鲍斯股份	58.0866
1024	300447.XSHE	全信股份	36.5925
1025	300450.XSHE	先导智能	303.2907
1026	300451.XSHE	创业慧康	118.3057
1027	300454.XSHE	深信服	387.0077
1028	300456.XSHE	耐威科技	98.1464
1029	300457.XSHE	赢合科技	97.8737
1030	300458.XSHE	全志科技	76.5364
1031	300459.XSHE	金科文化	169.1318
1032	300463.XSHE	迈克生物	114.111
1033	300465.XSHE	高伟达	42.9174
1034	300467.XSHE	迅游科技	63.0042
1035	300468.XSHE	四方精创	36.5135
1036	300471.XSHE	厚普股份	49.3466
1037	300474.XSHE	景嘉微	136.8983
1038	300476.XSHE	胜宏科技	103.8336
1039	300477.XSHE	合纵科技	54.3188
1040	300482.XSHE	万孚生物	115.545
1041	300484.XSHE	蓝海华腾	29.1408
1042	300485.XSHE	赛升药业	58.4388
1043	300494.XSHE	盛天网络	28.44
1044	300495.XSHE	美尚生态	95.5799
1045	300496.XSHE	中科创达	136.6881
1046	300497.XSHE	富祥股份	49.3419
1047	300498.XSHE	温氏股份	2098.678
1048	300502.XSHE	新易盛	66.47800000000001
1049	300504.XSHE	天邑股份	75.5428
1050	300506.XSHE	名家汇	69.15899999999999
1051	300511.XSHE	雪榕生物	40.6868
1052	300512.XSHE	中亚股份	42.714
1053	300516.XSHE	久之洋	46.26
1054	300518.XSHE	盛讯达	26.9566
1055	300519.XSHE	新光药业	26.256
1056	300520.XSHE	科大国创	49.2821
1057	300523.XSHE	辰安科技	76.5278
1058	300527.XSHE	中国应急	126.62799999999999
1059	300528.XSHE	幸福蓝海	33.0876
1060	300529.XSHE	健帆生物	234.8432
1061	300531.XSHE	优博讯	56.728
1062	300533.XSHE	冰川网络	38.5241
1063	300550.XSHE	和仁科技	53.3826
1064	300558.XSHE	贝达药业	169.7032
1065	300562.XSHE	乐心医疗	24.5598
1066	300567.XSHE	精测电子	126.1464
1067	300568.XSHE	星源材质	58.9449
1068	300583.XSHE	赛托生物	39.675
1069	300584.XSHE	海辰药业	32.604
1070	300595.XSHE	欧普康视	117.9086
1071	300601.XSHE	康泰生物	340.0237
1072	300602.XSHE	飞荣达	84.7005
1073	300607.XSHE	拓斯达	54.4204
1074	300613.XSHE	富瀚微	47.0062
1075	300616.XSHE	尚品宅配	185.2678
1076	300618.XSHE	寒锐钴业	172.22400000000002
1077	300624.XSHE	万兴科技	46.6566
1078	300625.XSHE	三雄极光	46.368
1079	300628.XSHE	亿联网络	280.7345
1080	300630.XSHE	普利制药	131.136
1081	300633.XSHE	开立医疗	107.6427
1082	300634.XSHE	彩讯股份	118.68299999999999
1083	300639.XSHE	凯普生物	36.7838
1084	300642.XSHE	透景生命	39.4441
1085	300653.XSHE	正海生物	41.048
1086	300660.XSHE	江苏雷利	45.3176
1087	300661.XSHE	圣邦股份	66.9671
1088	300664.XSHE	鹏鹞环保	56.208
1089	300666.XSHE	江丰电子	96.8669
1090	300673.XSHE	佩蒂股份	53.0892
1091	300676.XSHE	华大基因	285.5114
1092	300677.XSHE	英科医疗	39.3426
1093	300679.XSHE	电连技术	87.9984
1094	300682.XSHE	朗新科技	102.5337
1095	300683.XSHE	海特生物	36.6497
1096	300685.XSHE	艾德生物	70.1856
1097	300699.XSHE	光威复材	216.6333
1098	300702.XSHE	天宇股份	70.5448
1099	300705.XSHE	九典制药	34.3337
1100	300723.XSHE	一品红	72.5323
1101	300725.XSHE	药石科技	100.958
1102	300726.XSHE	宏达电子	83.2208
1103	300735.XSHE	光弘科技	98.2109
1104	300737.XSHE	科顺股份	66.868
1105	300741.XSHE	华宝股份	288.1087
1106	300747.XSHE	锐科激光	196.0192
1107	300750.XSHE	宁德时代	1777.3055
1108	300760.XSHE	迈瑞医疗	1526.7867
1109	600000.XSHG	浦发银行	3366.6836
1110	600004.XSHG	白云机场	290.7395
1111	600006.XSHG	东风汽车	137.6
1112	600008.XSHG	首创股份	238.2203
1113	600009.XSHG	上海机场	1178.3351
1114	600010.XSHG	包钢股份	838.7646
1115	600011.XSHG	华能国际	1032.9344
1116	600012.XSHG	皖通高速	118.5906
1117	600015.XSHG	华夏银行	1300.2205
1118	600016.XSHG	民生银行	2845.8572
1119	600017.XSHG	日照港	112.5689
1120	600018.XSHG	上港集团	2016.1097
1121	600019.XSHG	宝钢股份	1675.1653
1122	600020.XSHG	中原高速	128.5497
1123	600021.XSHG	上海电力	248.1072
1124	600022.XSHG	山东钢铁	210.1738
1125	600023.XSHG	浙能电力	685.4748
1126	600025.XSHG	华能水电	741.6
1127	600026.XSHG	中远海能	277.8071
1128	600027.XSHG	华电国际	450.73800000000006
1129	600028.XSHG	中国石化	7034.2373
1130	600029.XSHG	南方航空	1053.7501
1131	600030.XSHG	中信证券	2883.8242
1132	600031.XSHG	三一重工	1077.9363
1133	600033.XSHG	福建高速	95.2307
1134	600035.XSHG	楚天高速	65.8401
1135	600036.XSHG	招商银行	8781.5498
1136	600037.XSHG	歌华有线	159.7761
1137	600038.XSHG	中直股份	267.3277
1138	600039.XSHG	四川路桥	142.6158
1139	600048.XSHG	保利地产	1646.2720000000002
1140	600050.XSHG	中国联通	2045.5999
1141	600053.XSHG	九鼎投资	109.8592
1142	600054.XSHG	黄山旅游	84.3892
1143	600055.XSHG	万东医疗	68.4132
1144	600056.XSHG	中国医药	167.7522
1145	600057.XSHG	厦门象屿	110.8931
1146	600058.XSHG	五矿发展	91.434
1147	600059.XSHG	古越龙山	68.0777
1148	600060.XSHG	海信电器	139.7458
1149	600061.XSHG	国投资本	622.6562
1150	600062.XSHG	华润双鹤	150.5392
1151	600063.XSHG	皖维高新	65.673
1152	600064.XSHG	南京高科	142.135
1153	600066.XSHG	宇通客车	325.6705
1154	600067.XSHG	冠城大通	75.5008
1155	600068.XSHG	葛洲坝	347.6607
1156	600069.XSHG	银鸽投资	62.5176
1157	600072.XSHG	中船科技	117.1374
1158	600073.XSHG	上海梅林	82.4264
1159	600075.XSHG	新疆天业	74.3007
1160	600076.XSHG	康欣新材	53.1612
1161	600079.XSHG	人福医药	167.9947
1162	600080.XSHG	金花股份	32.1759
1163	600084.XSHG	中葡股份	40.0047
1164	600085.XSHG	同仁堂	433.6589
1165	600086.XSHG	东方金钰	75.06
1166	600089.XSHG	特变电工	316.8471
1167	600090.XSHG	同济堂	93.5781
1168	600093.XSHG	易见股份	170.4998
1169	600094.XSHG	大名城	218.3237
1170	600096.XSHG	云天化	101.3649
1171	600098.XSHG	广州发展	182.6552
1172	600100.XSHG	同方股份	382.0466
1173	600103.XSHG	青山纸业	58.7097
1174	600104.XSHG	上汽集团	3278.3794
1175	600105.XSHG	永鼎股份	77.8082
1176	600106.XSHG	重庆路桥	46.6806
1177	600108.XSHG	亚盛集团	72.6199
1178	600109.XSHG	国金证券	331.7722
1179	600110.XSHG	诺德股份	58.6659
1180	600111.XSHG	北方稀土	402.907
1181	600114.XSHG	东睦股份	53.3221
1182	600115.XSHG	东方航空	1072.0481
1183	600116.XSHG	三峡水利	90.4628
1184	600118.XSHG	中国卫星	296.0953
1185	600120.XSHG	浙江东方	156.6903
1186	600122.XSHG	宏图高科	53.1641
1187	600123.XSHG	兰花科创	95.9616
1188	600125.XSHG	铁龙物流	116.1914
1189	600126.XSHG	杭钢股份	180.0042
1190	600129.XSHG	太极集团	70.4467
1191	600130.XSHG	波导股份	34.0224
1192	600132.XSHG	重庆啤酒	165.5665
1193	600133.XSHG	东湖高新	52.4739
1194	600136.XSHG	当代明诚	61.385
1195	600138.XSHG	中青旅	116.7554
1196	600141.XSHG	兴发集团	87.9162
1197	600143.XSHG	金发科技	154.3134
1198	600146.XSHG	商赢环球	64.4329
1199	600151.XSHG	航天机电	94.6607
1200	600153.XSHG	建发股份	270.1946
1201	600155.XSHG	华创阳安	260.0637
1202	600157.XSHG	永泰能源	274.6101
1203	600158.XSHG	中体产业	110.8668
1204	600160.XSHG	巨化股份	247.3395
1205	600161.XSHG	天坛生物	219.4399
1206	600162.XSHG	香江控股	96.20100000000001
1207	600165.XSHG	新日恒力	40.955999999999996
1208	600166.XSHG	福田汽车	174.7574
1209	600167.XSHG	联美控股	233.2122
1210	600169.XSHG	太原重工	78.2006
1211	600170.XSHG	上海建工	352.6142
1212	600171.XSHG	上海贝岭	96.4062
1213	600172.XSHG	黄河旋风	64.0072
1214	600173.XSHG	卧龙地产	37.9305
1215	600175.XSHG	美都能源	94.777
1216	600176.XSHG	中国巨石	398.2123
1217	600177.XSHG	雅戈尔	328.4187
1218	600179.XSHG	安通控股	125.055
1219	600180.XSHG	瑞茂通	114.7603
1220	600183.XSHG	生益科技	290.0966
1221	600184.XSHG	光电股份	68.2757
1222	600185.XSHG	格力地产	119.0784
1223	600188.XSHG	兖州煤业	578.1443
1224	600191.XSHG	华资实业	30.8902
1225	600195.XSHG	中牧股份	80.0288
1226	600196.XSHG	复星医药	750.9768
1227	600197.XSHG	伊力特	86.87700000000001
1228	600199.XSHG	金种子酒	49.1374
1229	600200.XSHG	江苏吴中	53.5644
1230	600201.XSHG	生物股份	189.7196
1231	600206.XSHG	有研新材	80.6419
1232	600207.XSHG	安彩高科	48.2392
1233	600208.XSHG	新湖中宝	337.9542
1234	600210.XSHG	紫江企业	68.7081
1235	600211.XSHG	西藏药业	66.4411
1236	600216.XSHG	浙江医药	113.4178
1237	600217.XSHG	中再资环	88.7354
1238	600219.XSHG	南山铝业	327.4432
1239	600221.XSHG	海航控股	378.1377
1240	600226.XSHG	瀚叶股份	147.2022
1241	600227.XSHG	圣济堂	68.5719
1242	600230.XSHG	沧州大化	94.5227
1243	600231.XSHG	凌钢股份	96.9879
1244	600233.XSHG	圆通速递	382.6899
1245	600236.XSHG	桂冠电力	365.0147
1246	600239.XSHG	云南城投	78.8392
1247	600240.XSHG	华业资本	47.7125
1248	600246.XSHG	万通地产	93.25200000000001
1249	600251.XSHG	冠农股份	49.3666
1250	600252.XSHG	中恒集团	118.1536
1251	600255.XSHG	梦舟股份	46.1864
1252	600256.XSHG	广汇能源	296.2173
1253	600258.XSHG	首旅酒店	223.6767
1254	600259.XSHG	广晟有色	108.4376
1255	600260.XSHG	凯乐科技	161.9729
1256	600261.XSHG	阳光照明	57.6485
1257	600266.XSHG	北京城建	167.5166
1258	600267.XSHG	海正药业	114.7052
1259	600269.XSHG	赣粤高速	110.2312
1260	600271.XSHG	航天信息	518.8967
1261	600273.XSHG	嘉化能源	219.2078
1262	600276.XSHG	恒瑞医药	2801.9922
1263	600277.XSHG	亿利洁能	219.3891
1264	600278.XSHG	东方创业	77.9707
1265	600279.XSHG	重庆港九	43.3099
1266	600280.XSHG	中央商场	56.6129
1267	600282.XSHG	南钢股份	184.9385
1268	600283.XSHG	钱江水利	47.4779
1269	600285.XSHG	羚锐制药	54.5984
1270	600290.XSHG	华仪电气	50.3816
1271	600291.XSHG	西水股份	159.4781
1272	600295.XSHG	鄂尔多斯	129.1
1273	600297.XSHG	广汇汽车	461.5564
1274	600298.XSHG	安琪酵母	226.2102
1275	600299.XSHG	安迪苏	394.2395
1276	600300.XSHG	维维股份	59.356
1277	600303.XSHG	曙光股份	33.51
1278	600305.XSHG	恒顺醋业	103.1948
1279	600307.XSHG	酒钢宏兴	149.0679
1280	600308.XSHG	华泰股份	65.0332
1281	600309.XSHG	万华化学	1451.1909
1282	600310.XSHG	桂东电力	46.1071
1283	600312.XSHG	平高电气	119.4091
1284	600315.XSHG	上海家化	203.1198
1285	600316.XSHG	洪都航空	120.4752
1286	600318.XSHG	新力金融	47.2384
1287	600320.XSHG	振华重工	231.8076
1288	600322.XSHG	天房发展	41.6849
1289	600323.XSHG	瀚蓝环境	128.196
1290	600325.XSHG	华发股份	212.0071
1291	600326.XSHG	西藏天路	75.0288
1292	600329.XSHG	中新药业	129.3245
1293	600330.XSHG	天通股份	81.818
1294	600331.XSHG	宏达股份	73.9648
1295	600332.XSHG	白云山	675.0284
1296	600335.XSHG	国机汽车	89.999
1297	600337.XSHG	美克家居	109.5208
1298	600338.XSHG	西藏珠峰	176.2467
1299	600339.XSHG	中油工程	266.8744
1300	600340.XSHG	华夏幸福	989.6542
1301	600343.XSHG	航天动力	72.8832
1302	600346.XSHG	恒力股份	839.7737
1303	600348.XSHG	阳泉煤业	150.7935
1304	600350.XSHG	山东高速	243.9261
1305	600351.XSHG	亚宝药业	62.523999999999994
1306	600352.XSHG	浙江龙盛	687.7544
1307	600354.XSHG	敦煌种业	25.4401
1308	600360.XSHG	华微电子	62.3884
1309	600361.XSHG	华联综超	31.759
1310	600362.XSHG	江西铜业	565.1174
1311	600363.XSHG	联创光电	47.8068
1312	600366.XSHG	宁波韵升	66.96300000000001
1313	600369.XSHG	西南证券	332.4969
1314	600372.XSHG	中航电子	292.7687
1315	600373.XSHG	中文传媒	206.5532
1316	600376.XSHG	首开股份	254.6031
1317	600377.XSHG	宁沪高速	507.3012
1318	600380.XSHG	健康元	169.9655
1319	600381.XSHG	青海春天	43.7947
1320	600382.XSHG	广东明珠	50.3237
1321	600383.XSHG	金地集团	610.8232
1322	600388.XSHG	龙净环保	134.9141
1323	600390.XSHG	五矿资本	402.9517
