	名称	代码	市值（亿元）	涨跌幅	pe	pb	一级行业代码	一级行业名称	二级行业代码	二级行业名称	持有市值（元）	日盈亏	相关指数
352	长盈精密	300115.XSHE	140.7554	1.36%	283.94	3.2	801080	电子I	801085	电子制造II	710.8	9.67	中证500,创业板
353	西部矿业	601168.XSHG	128.9203	0.0%	-6.67	1.32	801050	有色金属I	801055	工业金属II	709.85	0.0	中证500
354	广深铁路	601333.XSHG	210.38099999999997	-0.67%	30.27	0.72	801170	交通运输I	801177	铁路运输II	704.75	-4.72	中证500
355	东江环保	002672.XSHE	80.8926	0.0%	22.02	1.9	801160	公用事业I	801162	环保工程及服务II	704.36	0.0	中证500,中证环保
356	上海临港	600848.XSHG	450.1286	-2.45%	70.36	5.14	801180	房地产I	801182	园区开发II	703.85	-17.24	中证500,金融地产
357	腾邦国际	300178.XSHE	30.0856	-0.2%	-11.54	1.11	801210	休闲服务I	801214	旅游综合II	703.59	-1.41	中证1000,养老产业
358	中泰化学	002092.XSHE	137.5874	0.94%	16.71	0.73	801030	化工I	801033	化学原料II	702.71	6.61	基本面60,基本面120,中证500
359	重庆钢铁	601005.XSHG	163.2104	1.09%	15.88	0.85	801040	钢铁I	801041	钢铁II	702.19	7.65	中证500
360	绝味食品	603517.XSHG	269.5017	-1.24%	35.11	7.46	801120	食品饮料I	801124	食品加工II	699.64	-8.68	中证500
361	国药一致	000028.XSHE	188.7184	-2.79%	15.15	1.52	801150	医药生物I	801154	医药商业II	698.25	-19.48	基本面120,中证500,全指医药
362	华数传媒	000156.XSHE	118.9682	0.6%	17.82	1.09	801760	传媒I	801761	文化传媒II	692.12	4.15	中证500,中证传媒
363	恒立液压	601100.XSHG	397.782	-4.7%	38.46	7.66	801890	机械设备I	801072	通用机械II	691.98	-32.52	中证500
364	中国医药	600056.XSHG	135.1634	0.08%	10.62	1.51	801150	医药生物I	801154	医药商业II	688.67	0.55	中证500,全指医药
365	中金岭南	000060.XSHE	142.0735	0.0%	18.07	1.32	801050	有色金属I	801055	工业金属II	688.45	0.0	基本面120,中证500
366	蓝光发展	600466.XSHG	201.0592	-0.75%	5.68	1.48	801180	房地产I	801181	房地产开发II	687.58	-5.16	中证500,金融地产
367	比亚迪	002594.XSHE	1178.0121	-0.14%	41.66	2.25	801880	汽车I	801094	汽车整车II	685.43	-0.96	沪深300,基本面60,基本面120,中证环保
368	华创阳安	600155.XSHG	208.7468	3.17%	92.48	1.38	801790	非银金融I	801193	证券II	685.24	21.72	中证500,证券公司,金融地产
369	联化科技	002250.XSHE	132.7613	-0.63%	38.08	2.22	801030	化工I	801034	化学制品II	684.32	-4.31	中证500
370	上港集团	600018.XSHG	1295.4084	-0.18%	10.85	1.61	801170	交通运输I	801171	港口II	683.91	-1.23	沪深300,300价值,中证红利
371	中信国安	000839.XSHE	129.7463	0.6%	6.23	1.42	801230	综合I	801231	综合II	682.17	4.09	中证传媒
372	赣粤高速	600269.XSHG	93.8834	0.0%	6.95	0.6	801170	交通运输I	801175	高速公路II	681.28	0.0	中证1000,中证红利
373	锡业股份	000960.XSHE	160.7032	-0.1%	21.97	1.29	801050	有色金属I	801054	稀有金属II	680.41	-0.68	基本面120,中证500
374	国元证券	000728.XSHE	279.6686	0.24%	26.84	1.14	801790	非银金融I	801193	证券II	679.68	1.63	沪深300,基本面120,证券公司,金融地产
375	玲珑轮胎	601966.XSHG	249.0025	-1.69%	16.47	2.42	801030	化工I	801037	橡胶II	676.66	-11.44	中证500
376	捷佳伟创	300724.XSHE	106.656	0.06%	27.65	4.25	801890	机械设备I	801074	专用设备II	675.65	0.41	中证1000,创业板,中证环保
377	鲁西化工	000830.XSHE	134.3277	0.22%	8.5	1.3	801030	化工I	801034	化学制品II	674.74	1.48	基本面120,中证500
378	台海核电	002366.XSHE	60.2605	0.14%	48.83	1.95	801890	机械设备I	801074	专用设备II	672.52	0.94	中证500,中证环保
379	华友钴业	603799.XSHG	328.9948	-1.31%	-113.06	4.25	801050	有色金属I	801054	稀有金属II	670.96	-8.79	沪深300,中证环保
380	华夏幸福	600340.XSHG	841.4259	0.25%	6.18	2.11	801180	房地产I	801181	房地产开发II	668.18	1.67	上证50,沪深300,300价值,金融地产
381	山鹰纸业	600567.XSHG	150.3785	-0.61%	6.8	1.08	801140	轻工制造I	801143	造纸II	666.44	-4.07	中证500
382	亚泰集团	600881.XSHG	97.1425	-0.33%	-44.28	0.67	801710	建筑材料I	801711	水泥制造II	666.44	-2.2	中证500
383	美亚光电	002690.XSHE	248.6328	-0.14%	46.97	11.1	801890	机械设备I	801074	专用设备II	663.89	-0.93	中证500
384	中远海发	601866.XSHG	289.0423	-0.4%	15.44	1.73	801170	交通运输I	801176	航运II	663.89	-2.66	中证500
385	合力泰	002217.XSHE	148.3414	1.26%	17.68	1.24	801080	电子I	801084	光学光电子II	663.89	8.37	中证500
386	深圳机场	000089.XSHE	194.0028	0.0%	33.92	1.62	801170	交通运输I	801174	机场II	661.34	0.0	中证500
387	美锦能源	000723.XSHE	341.8785	-1.92%	23.72	4.27	801020	采掘I	801021	煤炭开采II	661.34	-12.7	中证500
388	创业环保	600874.XSHG	99.6205	-0.43%	21.12	1.65	801160	公用事业I	801164	水务II	660.5	-2.84	中证500,中证环保
389	以岭药业	002603.XSHE	136.8627	-1.23%	22.35	1.73	801150	医药生物I	801155	中药II	658.52	-8.1	中证500,全指医药
390	京东方A	000725.XSHE	1336.2585	1.56%	70.02	1.54	801080	电子I	801084	光学光电子II	656.8	10.25	沪深300,基本面60,基本面120
391	东方集团	600811.XSHG	122.2096	-0.61%	34.31	0.58	801230	综合I	801231	综合II	656.23	-4.0	中证500
392	中牧股份	600195.XSHG	104.7113	-2.09%	29.97	2.53	801010	农林牧渔I	801018	动物保健II	655.36	-13.7	中证500,全指医药
393	华润双鹤	600062.XSHG	129.4658	-0.56%	12.41	1.53	801150	医药生物I	801151	化学制药II	655.36	-3.67	中证500,全指医药
394	国轩高科	002074.XSHE	137.0801	-0.75%	27.44	1.53	801730	电气设备I	801733	电源设备II	653.68	-4.9	中证500
395	扬农化工	600486.XSHG	175.7747	0.04%	17.03	3.5	801030	化工I	801034	化学制品II	653.68	0.26	中证500
396	大悦城	000031.XSHE	270.0999	0.15%	12.46	1.57	801180	房地产I	801181	房地产开发II	651.77	0.98	中证500,金融地产
397	四川长虹	600839.XSHG	121.8688	1.52%	77.8	0.94	801110	家用电器I	801112	视听器材II	651.12	9.9	中证500
398	凯乐科技	600260.XSHG	121.5869	-0.16%	11.81	1.9	801770	通信I	801102	通信设备II	651.12	-1.04	中证500
399	当升科技	300073.XSHE	93.28399999999999	1.22%	28.23	2.7	801030	化工I	801034	化学制品II	649.23	7.92	中证1000,创业板,中证环保
400	欧普照明	603515.XSHG	195.0644	-0.27%	20.95	4.09	801080	电子I	801084	光学光电子II	649.19	-1.75	中证500,中证环保
401	中国天楹	000035.XSHE	159.7551	-0.16%	36.27	1.56	801160	公用事业I	801162	环保工程及服务II	647.77	-1.04	中证1000,中证环保
402	中粮糖业	600737.XSHG	174.53	-1.1%	59.2	2.19	801010	农林牧渔I	801012	农产品加工II	646.02	-7.11	中证500
403	巨化股份	600160.XSHG	180.3574	0.0%	13.03	1.39	801030	化工I	801034	化学制品II	646.02	0.0	中证500
404	爱建集团	600643.XSHG	138.9988	0.7%	10.2	1.32	801790	非银金融I	801191	多元金融II	643.63	4.51	中证500,金融地产
405	东软集团	600718.XSHG	131.567	0.57%	610.94	1.51	801750	计算机I	801222	计算机应用II	643.46	3.67	中证500
406	环旭电子	601231.XSHG	344.6663	0.25%	27.28	3.52	801080	电子I	801085	电子制造II	643.46	1.61	中证500
407	云南铜业	000878.XSHE	189.0043	0.45%	59.89	2.26	801050	有色金属I	801055	工业金属II	639.88	2.88	基本面60,基本面120,中证500
408	劲嘉股份	002191.XSHE	162.3076	0.45%	19.02	2.42	801140	轻工制造I	801141	包装印刷II	638.36	2.87	中证500
409	西山煤电	000983.XSHE	181.19400000000002	0.35%	8.69	0.86	801020	采掘I	801021	煤炭开采II	636.92	2.23	基本面60,基本面120,中证500
410	数知科技	300038.XSHE	97.0273	-0.72%	16.7	0.88	801760	传媒I	801751	营销传播II	634.17	-4.57	中证1000,创业板,中证传媒
411	中原高速	600020.XSHG	93.0412	0.24%	7.86	0.9	801170	交通运输I	801175	高速公路II	630.8	1.51	中证1000,中证红利
412	东华能源	002221.XSHE	128.3531	1.67%	10.82	1.39	801030	化工I	801035	石油化工II	630.7	10.53	中证500
413	山东钢铁	600022.XSHG	149.9677	0.73%	84.21	0.73	801040	钢铁I	801041	钢铁II	630.7	4.6	中证500
414	鹏博士	600804.XSHG	85.6572	0.0%	100.36	1.23	801770	通信I	801102	通信设备II	628.14	0.0	中证500
415	我武生物	300357.XSHE	248.3359	-3.46%	85.6	20.37	801150	医药生物I	801152	生物制品II	627.8	-21.72	中证1000,创业板,全指医药
416	厦门国贸	600755.XSHG	128.7649	0.14%	5.82	1.0	801200	商业贸易I	801202	贸易II	620.48	0.87	中证500
417	万和电气	002543.XSHE	67.2958	0.0%	11.89	1.93	801110	家用电器I	801111	白色家电II	618.54	0.0	中证1000,中证红利
418	福田汽车	600166.XSHG	126.2437	1.04%	-7.78	0.83	801880	汽车I	801094	汽车整车II	617.93	6.43	中证500
419	海普瑞	002399.XSHE	214.394	0.06%	25.63	3.14	801150	医药生物I	801151	化学制药II	617.06	0.37	中证500,全指医药
420	天顺风能	002531.XSHE	104.6063	1.53%	15.9	1.85	801730	电气设备I	801733	电源设备II	616.69	9.44	中证1000,中证环保
421	众生药业	002317.XSHE	80.6316	-0.91%	17.77	1.97	801150	医药生物I	801155	中药II	610.74	-5.56	中证500,全指医药
422	立思辰	300010.XSHE	87.9613	1.48%	-6.56	2.62	801750	计算机I	801222	计算机应用II	610.66	9.04	中证500,创业板
423	西部证券	002673.XSHE	307.4615	0.46%	81.15	1.74	801790	非银金融I	801193	证券II	609.77	2.8	沪深300,基本面120,证券公司,金融地产
424	山东出版	601019.XSHG	138.5702	0.15%	9.53	1.37	801760	传媒I	801761	文化传媒II	608.07	0.91	中证500,中证传媒
425	万丰奥威	002085.XSHE	148.7078	-0.29%	19.16	2.45	801880	汽车I	801093	汽车零部件II	607.72	-1.76	中证500
426	招商蛇口	001979.XSHE	1450.6506	-1.25%	12.03	2.22	801180	房地产I	801181	房地产开发II	606.89	-7.59	沪深300,300价值,基本面60,基本面120,金融地产
427	风华高科	000636.XSHE	115.9327	2.78%	24.02	2.09	801080	电子I	801083	元件II	605.16	16.82	中证500
428	海正药业	600267.XSHG	102.9257	-2.06%	13.63	1.38	801150	医药生物I	801151	化学制药II	603.19	-12.43	中证500,全指医药
429	仙琚制药	002332.XSHE	103.8068	-4.59%	27.28	3.67	801150	医药生物I	801151	化学制药II	601.98	-27.63	中证500,全指医药
430	特变电工	600089.XSHG	241.8018	-0.31%	13.61	0.8	801730	电气设备I	801734	高低压设备II	600.55	-1.86	沪深300,300价值,中证环保
431	建发股份	600153.XSHG	224.2644	1.01%	4.69	0.8	801170	交通运输I	801178	物流II	600.12	6.06	沪深300,300价值,中证红利
432	城建发展	600266.XSHG	149.4956	-0.5%	6.34	0.72	801180	房地产I	801181	房地产开发II	599.68	-3.0	中证500,金融地产
433	海利得	002206.XSHE	44.028999999999996	1.94%	14.47	1.61	801030	化工I	801032	化学纤维II	599.15	11.62	中证1000,中证红利
434	华能国际	600011.XSHG	935.6064	0.17%	19.33	1.21	801160	公用事业I	801161	电力II	595.03	1.01	沪深300,300价值,中证红利
435	新宙邦	300037.XSHE	112.1252	0.2%	31.91	3.69	801030	化工I	801034	化学制品II	594.8	1.19	中证1000,中证环保
436	内蒙一机	600967.XSHG	167.1046	-0.3%	27.6	1.89	801740	国防军工I	801743	地面兵装II	592.39	-1.78	中证500
437	陕国投A	000563.XSHE	156.1821	1.02%	28.8	1.45	801790	非银金融I	801191	多元金融II	591.54	6.03	中证500,金融地产
438	华能水电	600025.XSHG	757.8	-0.95%	9.0	1.63	801160	公用事业I	801161	电力II	590.53	-5.61	沪深300,300价值,中证环保
439	瀚蓝环境	600323.XSHG	133.0234	-1.5%	15.32	2.07	801160	公用事业I	801162	环保工程及服务II	587.96	-8.82	中证1000,中证环保
440	盛和资源	600392.XSHG	146.5565	-2.28%	71.33	2.7	801050	有色金属I	801054	稀有金属II	587.29	-13.39	中证500
441	锦龙股份	000712.XSHE	118.1824	0.76%	543.34	3.48	801790	非银金融I	801193	证券II	586.31	4.46	中证500,证券公司,金融地产
442	中国核电	601985.XSHG	753.3668	0.21%	16.3	1.57	801160	公用事业I	801161	电力II	581.03	1.22	沪深300,中证环保
443	达安基因	002030.XSHE	82.9309	-0.38%	80.29	3.53	801150	医药生物I	801153	医疗器械II	580.58	-2.21	中证500,全指医药
444	东兴证券	601198.XSHG	296.7566	0.65%	22.2	1.46	801790	非银金融I	801193	证券II	579.78	3.77	沪深300,证券公司,金融地产
445	南京高科	600064.XSHG	112.9665	0.11%	6.85	0.98	801180	房地产I	801182	园区开发II	578.06	0.64	中证500,金融地产
446	上海贝岭	600171.XSHG	98.2562	0.64%	56.28	3.34	801080	电子I	801081	半导体II	577.07	3.69	中证500
447	燕京啤酒	000729.XSHE	172.2128	0.0%	82.7	1.27	801120	食品饮料I	801123	饮料制造II	569.41	0.0	中证500
448	东易日盛	002713.XSHE	26.8084	-0.63%	76.49	3.18	801720	建筑装饰I	801722	装修装饰II	568.53	-3.58	中证红利
449	葛洲坝	600068.XSHG	285.0357	-0.32%	5.62	0.98	801720	建筑装饰I	801723	基础建设II	567.56	-1.82	沪深300,300价值,中证环保
450	大参林	603233.XSHG	254.2344	4.6%	37.73	7.58	801150	医药生物I	801154	医药商业II	565.51	26.01	中证500,全指医药
451	天齐锂业	002466.XSHE	337.6858	-0.91%	51.91	3.32	801050	有色金属I	801054	稀有金属II	565.06	-5.14	沪深300,中证环保
452	潞安环能	601699.XSHG	205.80900000000003	0.58%	8.08	0.79	801020	采掘I	801021	煤炭开采II	564.31	3.27	中证500
453	信邦制药	002390.XSHE	89.8636	0.0%	-6.61	1.84	801150	医药生物I	801155	中药II	562.34	0.0	中证500,全指医药
454	通威股份	600438.XSHG	493.0883	2.52%	18.94	3.02	801730	电气设备I	801733	电源设备II	561.05	14.14	沪深300,中证环保
455	东莞控股	000828.XSHE	81.81	-0.51%	6.98	1.17	801170	交通运输I	801175	高速公路II	556.75	-2.84	中证1000,中证红利
456	吉祥航空	603885.XSHG	273.0974	0.07%	26.4	2.18	801170	交通运输I	801173	航空运输II	556.65	0.39	中证500
457	海能达	002583.XSHE	161.1467	1.03%	35.48	2.61	801770	通信I	801102	通信设备II	556.65	5.73	中证500
458	北方导航	600435.XSHG	116.4648	0.0%	234.57	5.47	801740	国防军工I	801743	地面兵装II	554.09	0.0	中证500
459	恩捷股份	002812.XSHE	335.8396	-2.66%	40.58	7.8	801030	化工I	801034	化学制品II	551.54	-14.67	中证500
460	立讯精密	002475.XSHE	1836.8472	-3.03%	46.47	10.03	801080	电子I	801085	电子制造II	550.83	-16.69	沪深300,基本面120
461	高德红外	002414.XSHE	184.5613	0.15%	68.4	5.21	801080	电子I	801082	其他电子II	548.99	0.82	中证500
462	贝达药业	300558.XSHE	297.7425	-8.39%	136.83	12.56	801150	医药生物I	801151	化学制药II	548.92	-46.05	中证1000,创业板,全指医药
463	新华网	603888.XSHG	104.3249	0.1%	39.0	3.69	801760	传媒I	801752	互联网传媒II	548.86	0.55	中证500,中证传媒
464	上海电气	601727.XSHG	709.1352	-0.21%	23.18	1.15	801730	电气设备I	801733	电源设备II	548.31	-1.15	沪深300,中证环保
465	中源协和	600645.XSHG	76.7471	0.49%	-42.21	2.29	801150	医药生物I	801152	生物制品II	547.27	2.68	中证500,全指医药
466	江苏银行	600919.XSHG	789.6424	0.29%	5.38	0.73	801780	银行I	801192	银行II	546.36	1.58	沪深300,300价值,金融地产
467	三一重工	600031.XSHG	1250.3469	-2.36%	12.03	2.93	801890	机械设备I	801074	专用设备II	546.1	-12.89	上证50,沪深300
468	海王生物	000078.XSHE	89.2314	0.0%	25.62	1.4	801150	医药生物I	801154	医药商业II	546.05	0.0	中证500,全指医药
469	中材科技	002080.XSHE	150.8633	-0.22%	12.49	1.47	801030	化工I	801034	化学制品II	544.59	-1.2	中证1000,中证环保
470	南钢股份	600282.XSHG	145.2533	0.3%	4.93	0.88	801040	钢铁I	801041	钢铁II	543.88	1.63	中证500
471	中国动力	600482.XSHG	369.0006	0.96%	34.86	1.41	801740	国防军工I	801744	船舶制造II	541.59	5.2	沪深300,中证环保
472	和邦生物	603077.XSHG	127.17	0.69%	33.5	1.14	801030	化工I	801033	化学原料II	541.33	3.74	中证500
473	赣锋锂业	002460.XSHE	355.4651	-1.16%	61.28	4.49	801050	有色金属I	801054	稀有金属II	541.27	-6.28	沪深300,中证环保
474	中际旭创	300308.XSHE	308.3475	0.79%	61.73	4.58	801770	通信I	801102	通信设备II	541.06	4.27	中证500,创业板
475	内蒙华电	600863.XSHG	148.6969	0.39%	11.84	1.28	801160	公用事业I	801161	电力II	538.77	2.1	中证500
476	中远海能	600026.XSHG	231.0355	-0.35%	24.1	0.82	801170	交通运输I	801176	航运II	538.77	-1.89	中证500
477	电广传媒	000917.XSHE	85.1951	-0.83%	29.26	0.81	801760	传媒I	801761	文化传媒II	538.56	-4.47	中证1000,中证传媒
478	马应龙	600993.XSHG	75.4344	-2.63%	21.63	3.02	801150	医药生物I	801155	中药II	538.51	-14.16	中证500,全指医药
479	太极股份	002368.XSHE	139.0235	0.56%	43.07	4.89	801750	计算机I	801222	计算机应用II	536.22	3.0	中证500
480	贵州百灵	002424.XSHE	115.8595	0.24%	24.02	2.85	801150	医药生物I	801155	中药II	535.96	1.29	中证500,全指医药
481	中国银河	601881.XSHG	1040.0826	0.58%	21.32	1.5	801790	非银金融I	801193	证券II	534.77	3.1	沪深300,证券公司,金融地产
482	马钢股份	600808.XSHG	210.2286	0.37%	11.52	0.77	801040	钢铁I	801041	钢铁II	533.67	1.97	中证500
483	三聚环保	300072.XSHE	141.6881	-1.33%	-21.28	1.53	801030	化工I	801034	化学制品II	531.21	-7.07	沪深300,创业板,中证环保
484	闰土股份	002440.XSHE	124.4841	0.65%	9.06	1.47	801030	化工I	801034	化学制品II	531.11	3.45	中证500
485	航发控制	000738.XSHE	145.9548	0.31%	52.44	2.62	801740	国防军工I	801742	航空装备II	528.56	1.64	中证500
486	海南橡胶	601118.XSHG	198.5654	-1.29%	-148.87	2.05	801010	农林牧渔I	801016	种植业II	528.56	-6.82	中证500
487	药明康德	603259.XSHG	1485.0135	-3.96%	70.81	8.61	801150	医药生物I	801156	医疗服务II	528.14	-20.91	上证50,沪深300,全指医药
488	旋极信息	300324.XSHE	88.2303	0.0%	-116.66	1.68	801750	计算机I	801222	计算机应用II	526.16	0.0	中证500,创业板
489	金科文化	300459.XSHE	103.1171	-0.34%	14.18	1.45	801760	传媒I	801752	互联网传媒II	524.08	-1.78	中证500,创业板,中证传媒
490	景旺电子	603228.XSHG	252.2732	1.43%	31.34	4.85	801080	电子I	801083	元件II	523.45	7.49	中证500
491	联美控股	600167.XSHG	272.515	0.34%	18.16	4.05	801160	公用事业I	801161	电力II	520.9	1.77	中证500
492	中国一重	601106.XSHG	192.0179	-0.36%	247.21	1.75	801890	机械设备I	801074	专用设备II	520.9	-1.88	中证500
493	城投控股	600649.XSHG	139.1267	0.0%	21.6	0.73	801180	房地产I	801181	房地产开发II	520.39	0.0	中证500,金融地产
494	洲明科技	300232.XSHE	73.4411	0.0%	14.94	2.74	801080	电子I	801084	光学光电子II	520.19	0.0	中证1000,中证环保
495	深圳能源	000027.XSHE	237.8695	0.17%	13.22	0.99	801160	公用事业I	801161	电力II	519.4	0.88	基本面60,基本面120,中证500
496	华远地产	600743.XSHG	55.368	0.85%	7.31	0.7	801180	房地产I	801181	房地产开发II	517.35	4.4	中证红利
497	华邦健康	002004.XSHE	91.6703	0.22%	17.28	1.0	801030	化工I	801034	化学制品II	515.79	1.13	中证500
498	太阳能	000591.XSHE	101.6399	-0.3%	10.57	0.77	801160	公用事业I	801161	电力II	514.82	-1.54	中证1000,中证环保
499	东方园林	002310.XSHE	124.3369	-1.08%	-46.98	1.07	801720	建筑装饰I	801725	园林工程II	514.44	-5.56	沪深300,中证环保
500	华夏银行	600015.XSHG	1146.3481	0.0%	5.31	0.57	801780	银行I	801192	银行II	514.33	0.0	沪深300,300价值,金融地产
501	唐山港	601000.XSHG	148.7408	0.4%	8.46	0.9	801170	交通运输I	801171	港口II	513.24	2.05	中证500
502	绿色动力	601330.XSHG	120.5326	0.48%	36.98	3.76	801160	公用事业I	801162	环保工程及服务II	511.81	2.46	中证1000,中证环保
503	中兴通讯	000063.XSHE	1295.2563	-1.14%	29.41	4.66	801770	通信I	801102	通信设备II	511.12	-5.83	沪深300,基本面60,基本面120
504	新奥股份	600803.XSHG	125.0255	-0.39%	9.18	1.34	801030	化工I	801034	化学制品II	511.1	-1.99	中证1000,中证环保
505	中科三环	000970.XSHE	96.081	-0.89%	44.35	2.12	801050	有色金属I	801051	金属非金属新材料II	508.13	-4.52	中证500
506	华菱钢铁	000932.XSHE	191.2525	-0.22%	4.46	0.92	801040	钢铁I	801041	钢铁II	507.29	-1.12	基本面60,基本面120,中证500
507	三环集团	300408.XSHE	314.6409	4.54%	29.85	4.31	801080	电子I	801083	元件II	505.91	22.97	沪深300,创业板
508	深科技	000021.XSHE	140.211	-0.42%	38.77	2.17	801080	电子I	801085	电子制造II	503.02	-2.11	中证500
509	南洋股份	002212.XSHE	185.3573	-0.62%	53.25	2.21	801750	计算机I	801222	计算机应用II	500.47	-3.1	中证500
510	林洋能源	601222.XSHG	76.8102	0.0%	9.61	0.79	801730	电气设备I	801732	电气自动化设备II	496.32	0.0	中证1000,中证环保
511	滨江集团	002244.XSHE	132.8587	-0.23%	9.69	0.83	801180	房地产I	801181	房地产开发II	495.79	-1.14	基本面120,中证500,金融地产
512	万华化学	600309.XSHG	1551.0348	-2.85%	31.34	3.84	801030	化工I	801034	化学制品II	495.41	-14.12	上证50,沪深300
513	中粮科技	000930.XSHE	117.5102	-0.31%	35.42	1.22	801010	农林牧渔I	801012	农产品加工II	495.36	-1.54	中证500
514	同花顺	300033.XSHE	491.689	-0.07%	63.55	13.84	801750	计算机I	801222	计算机应用II	488.23	-0.34	沪深300,创业板
515	西南证券	600369.XSHG	241.6107	0.93%	40.15	1.26	801790	非银金融I	801193	证券II	486.77	4.53	沪深300,证券公司,金融地产
516	海信电器	600060.XSHG	122.6047	1.6%	38.12	0.86	801110	家用电器I	801112	视听器材II	485.15	7.76	中证500
517	岭南股份	002717.XSHE	68.2509	-0.23%	13.35	1.47	801720	建筑装饰I	801725	园林工程II	485.03	-1.12	中证1000,中证环保
518	中国中车	601766.XSHG	2008.9205	-0.14%	16.48	1.52	801890	机械设备I	801076	运输设备II	484.89	-0.68	上证50,沪深300
519	怡亚通	002183.XSHE	86.6061	0.0%	-72.65	1.44	801170	交通运输I	801178	物流II	483.52	0.0	基本面120,中证500
520	际华集团	601718.XSHG	139.6538	-0.94%	-71.8	0.78	801130	纺织服装I	801132	服装家纺II	482.6	-4.54	中证500
521	苏交科	300284.XSHE	76.4497	-0.64%	11.23	1.69	801720	建筑装饰I	801723	基础建设II	478.76	-3.06	中证1000,中证环保
522	万向钱潮	000559.XSHE	138.7592	0.4%	24.85	2.73	801880	汽车I	801093	汽车零部件II	477.94	1.91	基本面120,中证500
523	中山公用	000685.XSHE	115.3537	0.26%	13.69	0.89	801160	公用事业I	801164	水务II	477.49	1.24	中证500
524	新钢股份	600782.XSHG	152.4209	0.42%	3.31	0.73	801040	钢铁I	801041	钢铁II	477.49	2.01	中证500
525	中国西电	601179.XSHG	179.9185	0.85%	29.56	0.91	801730	电气设备I	801734	高低压设备II	474.94	4.04	中证500
526	海尔智家	600690.XSHG	1108.7529	-2.07%	12.25	2.52	801110	家用电器I	801111	白色家电II	474.72	-9.83	上证50,沪深300,300价值
527	中金环境	300145.XSHE	60.396	0.0%	23.1	1.18	801890	机械设备I	801072	通用机械II	474.28	0.0	中证1000,创业板,中证环保
528	桂冠电力	600236.XSHG	374.4129	0.21%	16.0	2.58	801160	公用事业I	801161	电力II	473.87	1.0	中证环保
529	四川路桥	600039.XSHG	116.62	-0.31%	7.98	0.8	801720	建筑装饰I	801723	基础建设II	472.38	-1.46	中证500
530	百联股份	600827.XSHG	155.7579	0.57%	17.53	0.88	801200	商业贸易I	801203	一般零售II	472.38	2.69	中证500
531	聚光科技	300203.XSHE	63.0809	-1.36%	12.88	1.5	801160	公用事业I	801162	环保工程及服务II	472.2	-6.42	中证1000,创业板,中证环保
532	塔牌集团	002233.XSHE	129.958	-1.28%	8.51	1.42	801710	建筑材料I	801711	水泥制造II	472.06	-6.04	基本面120,中证500
533	中体产业	600158.XSHG	77.1174	0.66%	106.71	4.52	801760	传媒I	801761	文化传媒II	471.1	3.11	中证500,金融地产
534	中青旅	600138.XSHG	85.196	-0.93%	14.3	1.3	801210	休闲服务I	801214	旅游综合II	469.83	-4.37	中证500
535	新潮能源	600777.XSHG	137.37	0.5%	14.45	0.84	801020	采掘I	801023	石油开采II	469.83	2.35	中证500
536	金钼股份	601958.XSHG	232.9608	-1.11%	38.77	1.77	801050	有色金属I	801054	稀有金属II	464.72	-5.16	中证500
537	天健集团	000090.XSHE	93.801	0.0%	10.95	1.35	801180	房地产I	801181	房地产开发II	464.72	0.0	中证500
538	海航基础	600515.XSHG	150.0516	-0.26%	12.45	0.48	801180	房地产I	801181	房地产开发II	462.72	-1.2	中证500,金融地产
539	重庆百货	600729.XSHG	112.7303	0.04%	11.66	1.82	801200	商业贸易I	801203	一般零售II	462.17	0.18	中证500
540	云铝股份	000807.XSHE	115.7436	0.0%	-9.01	1.35	801050	有色金属I	801055	工业金属II	462.17	0.0	中证500
541	外高桥	600648.XSHG	186.5379	0.06%	20.56	1.75	801180	房地产I	801182	园区开发II	459.62	0.28	中证500
542	海天味业	603288.XSHG	2953.9341	-1.17%	58.28	19.61	801120	食品饮料I	801124	食品加工II	459.36	-5.37	沪深300
543	北大荒	600598.XSHG	164.6132	-0.32%	16.88	2.43	801010	农林牧渔I	801016	种植业II	457.06	-1.46	中证500
544	九阳股份	002242.XSHE	171.6477	-1.07%	21.38	4.86	801110	家用电器I	801111	白色家电II	457.06	-4.89	中证500
545	中化国际	600500.XSHG	135.3958	0.4%	19.56	1.17	801030	化工I	801034	化学制品II	457.06	1.83	中证500
546	京运通	601908.XSHG	56.6017	-0.35%	40.57	0.82	801730	电气设备I	801733	电源设备II	456.82	-1.6	中证1000,中证环保
547	华侨城A	000069.XSHE	567.6134	-0.14%	4.94	0.91	801180	房地产I	801181	房地产开发II	454.06	-0.64	沪深300,300价值,基本面60,基本面120,金融地产
548	浙商证券	601878.XSHG	277.3343	0.48%	31.37	1.96	801790	非银金融I	801193	证券II	450.53	2.16	沪深300,证券公司,金融地产
549	健帆生物	300529.XSHE	298.8	-2.79%	58.13	15.14	801150	医药生物I	801153	医疗器械II	449.47	-12.54	中证1000,创业板,全指医药
550	光明乳业	600597.XSHG	136.2855	0.27%	35.24	2.48	801120	食品饮料I	801124	食品加工II	449.4	1.21	中证500
551	神州高铁	000008.XSHE	96.7717	0.29%	27.66	1.34	801890	机械设备I	801076	运输设备II	449.4	1.3	中证500
552	皖新传媒	601801.XSHG	101.4494	-0.39%	16.76	0.99	801760	传媒I	801761	文化传媒II	448.97	-1.75	中证500,中证传媒
553	爱康科技	002610.XSHE	69.1325	0.65%	146.8	1.16	801160	公用事业I	801161	电力II	448.05	2.91	中证1000,中证环保
